0.8, 0.65, 1.3,  1.2611092631353578, 215.63854918395222
 1.3908268200911789, 4634.838773944281
0.8, 0.65, 1.32,  1.2573520644501845, 218.23282936225053
 1.3868693946335449, 5168.663540718896
 1.4754218748014565, 50.19840028133833
0.8, 0.65, 1.33,  1.2555295592423625, 216.09032145665043
 1.3849366267513135, 5449.8260230619935
 1.473315946357424, 50.03695487624504
0.8, 0.65, 1.34,  1.2537104469709908, 220.9769309661152
 1.382996078028969, 5742.702836393339
 1.4714097878623094, 50.61216660851505
0.8, 0.65, 1.36,  1.3785761261719454, 6431.759997974985
 1.4664189352462706, 50.12440137856957
0.8, 0.65, 1.37,  1.3765604739822526, 6754.511864967614
0.8, 0.65, 1.39,  1.3730640732772144, 7322.8285061671895
0.8, 0.65, 1.4,  1.3712415059085419, 7613.44113136345
0.8, 0.65, 1.42,  1.3676635977439326, 8171.064182620563
0.8, 0.65, 1.43,  1.3657246714968811, 8455.837122127205
0.8, 0.65, 1.45,  1.361943417524697, 8963.242460050744
0.8, 0.65, 1.48,  1.3569205789084977, 9518.46830243565
0.8, 0.65, 1.46,  1.360262580575742, 9167.822974760045
0.8, 0.65, 1.49,  1.3552843401547021, 9654.216436476847
0.8, 0.65, 1.51,  1.3515586575467347, 9893.882567546008
0.8, 0.65, 1.52,  1.349779933418499, 9913.021318052892
0.8, 0.65, 1.57,  1.342141600159668, 9955.995149665152
 1.4185665784485428, 77.6280052848346
0.8, 0.65, 1.58,  1.3404882401953753, 9905.709310741287
 1.4107232264617826, 70.83324965540027
0.8, 0.65, 1.6,  1.33718468374102, 9731.212422541365
 1.4075243014560472, 83.24478691489615
0.8, 0.65, 1.55,  1.345210387292706, 10030.89641306223
 1.41787238061973, 58.733924915985554
0.8, 0.65, 1.53,  1.3483395305624692, 9972.32493605185
