,eigVal_lossDiff_applied,eigVec_lossDiff_applied,eigVal_lossless,eigVec_lossless,coupling_coeff.,loss_diff,Ecm,XC,Ecm-XC
53,[1.37253773+0.01059287j 1.37116868+0.00033599j],"[[ 0.98849575+0.j         -0.01911   +0.15003653j]
 [ 0.01911   -0.15003653j  0.98849575+0.j        ]]",[1.37359944+2.81983795e-05j 1.37010697+6.19016205e-05j],"[[ 0.82887418+0.j         -0.55924898-0.01442772j]
 [ 0.55924898+0.01442772j  0.82887418+0.j        ]]",0.00162,-0.010838757860200669,1.3725064088708496,(1.3712+9.01e-05j),(0.0013064088708496513-9.01e-05j)
54,[1.37253566+0.01054813j 1.37116846+0.00033702j],"[[ 0.98839981+0.j         -0.0192405 +0.15065068j]
 [ 0.0192405 -0.15065068j  0.98839981+0.j        ]]",[1.37359787+2.82237626e-05j 1.37010626+6.18762374e-05j],"[[ 0.82870422+0.j         -0.55950054-0.01443775j]
 [ 0.55950054+0.01443775j  0.82870422+0.j        ]]",0.00162,-0.010795045816053513,1.3725041215503178,(1.3712+9.01e-05j),(0.0013041215503177828-9.01e-05j)
55,[1.37253355+0.01050338j 1.37116825+0.00033806j],"[[ 0.98830263+0.j         -0.01937199+0.15127005j]
 [ 0.01937199-0.15127005j  0.98830263+0.j        ]]",[1.37359627+2.82496121e-05j 1.37010553+6.18503879e-05j],"[[ 0.82853111+0.j         -0.55975661-0.01444795j]
 [ 0.55975661+0.01444795j  0.82853111+0.j        ]]",0.00162,-0.010751333771906355,1.3725017939330542,(1.3712+9.01e-05j),(0.001301793933054185-9.01e-05j)
56,[1.3725314 +0.01045862j 1.37116803+0.00033911j],"[[ 0.98820422+0.j        -0.0195045 +0.1518947j]
 [ 0.0195045 -0.1518947j  0.98820422+0.j       ]]",[1.37359464+2.8275927e-05j 1.37010478+6.1824073e-05j],"[[ 0.82835483+0.j         -0.56001717-0.01445833j]
 [ 0.56001717+0.01445833j  0.82835483+0.j        ]]",0.00162,-0.010707621727759197,1.3724994261826722,(1.3712+9.01e-05j),(0.0012994261826722031-9.01e-05j)
57,[1.37252922+0.01041385j 1.3711678 +0.00034016j],"[[ 0.98810453+0.j        -0.01963804+0.1525247j]
 [ 0.01963804-0.1525247j  0.98810453+0.j       ]]",[1.37359299+2.83027067e-05j 1.37010403+6.17972933e-05j],"[[ 0.82817541+0.j         -0.5602822 -0.01446889j]
 [ 0.5602822 +0.01446889j  0.82817541+0.j        ]]",0.00162,-0.010663909683612041,1.3724970184627885,(1.3712+9.01e-05j),(0.0012970184627885128-9.01e-05j)
58,[1.37252699+0.01036907j 1.37116758+0.00034123j],"[[ 0.98800355+0.j         -0.01977263+0.15316012j]
 [ 0.01977263-0.15316012j  0.98800355+0.j        ]]",[1.37359131+2.83299502e-05j 1.37010326+6.17700498e-05j],"[[ 0.82799284+0.j         -0.56055169-0.01447963j]
 [ 0.56055169+0.01447963j  0.82799284+0.j        ]]",0.00162,-0.010620197639464883,1.3724945709370262,(1.3712+9.01e-05j),(0.0012945709370262293-9.01e-05j)
59,[1.37252473+0.01032428j 1.37116735+0.00034231j],"[[ 0.98790126+0.j         -0.01990828+0.15380104j]
 [ 0.01990828-0.15380104j  0.98790126+0.j        ]]",[1.37358961+2.83576569e-05j 1.37010248+6.17423431e-05j],"[[ 0.82780712+0.j         -0.56082564-0.01449054j]
 [ 0.56082564+0.01449054j  0.82780712+0.j        ]]",0.00162,-0.010576485595317726,1.3724920837690113,(1.3712+9.01e-05j),(0.001292083769011354-9.01e-05j)
60,[1.37252243+0.01027948j 1.37116713+0.0003434j ],"[[ 0.98779763+0.j         -0.02004501+0.15444751j]
 [ 0.02004501-0.15444751j  0.98779763+0.j        ]]",[1.37358788+2.83858258e-05j 1.37010168+6.17141742e-05j],"[[ 0.82761826+0.j         -0.56110401-0.01450162j]
 [ 0.56110401+0.01450162j  0.82761826+0.j        ]]",0.00162,-0.01053277355117057,1.3724895571223756,(1.3712+9.01e-05j),(0.0012895571223756619-9.01e-05j)
61,[1.37252009+0.01023467j 1.3711669 +0.00034449j],"[[ 0.98769265+0.j         -0.02018284+0.15509962j]
 [ 0.02018284-0.15509962j  0.98769265+0.j        ]]",[1.37358612+2.84144562e-05j 1.37010087+6.16855438e-05j],"[[ 0.82742627+0.j         -0.56138681-0.01451288j]
 [ 0.56138681+0.01451288j  0.82742627+0.j        ]]",0.00162,-0.010489061507023412,1.3724869911607547,(1.3712+9.01e-05j),(0.0012869911607547024-9.01e-05j)
62,[1.37251772+0.01018985j 1.37116666+0.0003456j ],"[[ 0.98758627+0.j         -0.02032178+0.15575744j]
 [ 0.02032178-0.15575744j  0.98758627+0.j        ]]",[1.37358433+2.84435474e-05j 1.37010005+6.16564526e-05j],"[[ 0.82723113+0.j         -0.56167401-0.01452431j]
 [ 0.56167401+0.01452431j  0.82723113+0.j        ]]",0.00162,-0.010445349462876254,1.3724843860477887,(1.3712+9.01e-05j),(0.0012843860477886881-9.01e-05j)
63,[1.37251531+0.01014502j 1.37116643+0.00034672j],"[[ 0.98747849+0.j         -0.02046184+0.15642105j]
 [ 0.02046184-0.15642105j  0.98747849+0.j        ]]",[1.37358253+2.84730986e-05j 1.37009922+6.16269014e-05j],"[[ 0.82703287+0.j         -0.5619656 -0.01453592j]
 [ 0.5619656 +0.01453592j  0.82703287+0.j        ]]",0.00162,-0.010401637418729098,1.372481741947122,(1.3712+9.01e-05j),(0.0012817419471220504-9.01e-05j)
64,[1.37251286+0.01010018j 1.3711662 +0.00034784j],"[[ 0.98736927+0.j         -0.02060306+0.15709052j]
 [ 0.02060306-0.15709052j  0.98736927+0.j        ]]",[1.37358069+2.8503109e-05j 1.37009837+6.1596891e-05j],"[[ 0.82683148+0.j        -0.56226157-0.0145477j]
 [ 0.56226157+0.0145477j  0.82683148+0.j       ]]",0.00162,-0.01035792537458194,1.372479059022403,(1.3712+9.01e-05j),(0.0012790590224029952-9.01e-05j)
65,[1.37251038+0.01005533j 1.37116596+0.00034898j],"[[ 0.9872586 +0.j         -0.02074544+0.15776594j]
 [ 0.02074544-0.15776594j  0.9872586 +0.j        ]]",[1.37357883+2.85335779e-05j 1.37009751+6.15664221e-05j],"[[ 0.82662695+0.j         -0.5625619 -0.01455964j]
 [ 0.5625619 +0.01455964j  0.82662695+0.j        ]]",0.00162,-0.010314213330434783,1.3724763374372844,(1.3712+9.01e-05j),(0.0012763374372843916-9.01e-05j)
66,[1.37250786+0.01001047j 1.37116572+0.00035013j],"[[ 0.98714643+0.j         -0.020889  +0.15844739j]
 [ 0.020889  -0.15844739j  0.98714643+0.j        ]]",[1.37357694+2.85645046e-05j 1.37009663+6.15354954e-05j],"[[ 0.82641931+0.j         -0.56286658-0.01457176j]
 [ 0.56286658+0.01457176j  0.82641931+0.j        ]]",0.00162,-0.010270501286287625,1.3724735773554222,(1.3712+9.01e-05j),(0.0012735773554222174-9.01e-05j)
67,[1.3725053 +0.0099656j  1.37116548+0.00035129j],"[[ 0.98703275+0.j         -0.02103377+0.15913494j]
 [ 0.02103377-0.15913494j  0.98703275+0.j        ]]",[1.37357503+2.85958883e-05j 1.37009575+6.15041117e-05j],"[[ 0.82620854+0.j         -0.5631756 -0.01458405j]
 [ 0.5631756 +0.01458405j  0.82620854+0.j        ]]",0.00162,-0.01022678924214047,1.3724707789404773,(1.3712+9.01e-05j),(0.001270778940477335-9.01e-05j)
68,[1.37250271+0.00992072j 1.37116523+0.00035245j],"[[ 0.98691753+0.j         -0.02117975+0.15982867j]
 [ 0.02117975-0.15982867j  0.98691753+0.j        ]]",[1.3735731 +2.86277283e-05j 1.37009485+6.14722717e-05j],"[[ 0.82599465+0.j         -0.56348893-0.01459651j]
 [ 0.56348893+0.01459651j  0.82599465+0.j        ]]",0.00162,-0.010183077197993311,1.3724679423561137,(1.3712+9.01e-05j),(0.001267942356113716-9.01e-05j)
69,[1.37250008+0.00987583j 1.37116499+0.00035363j],"[[ 0.98680074+0.j         -0.02132698+0.16052869j]
 [ 0.02132698-0.16052869j  0.98680074+0.j        ]]",[1.37357114+2.86600239e-05j 1.37009393+6.14399761e-05j],"[[ 0.82577765+0.j         -0.56380657-0.01460914j]
 [ 0.56380657+0.01460914j  0.82577765+0.j        ]]",0.00162,-0.010139365153846154,1.3724650677659993,(1.3712+9.01e-05j),(0.0012650677659993281-9.01e-05j)
70,[1.37249742+0.00983093j 1.37116474+0.00035483j],"[[ 0.98668235+0.j         -0.02147547+0.16123506j]
 [ 0.02147547-0.16123506j  0.98668235+0.j        ]]",[1.37356915+2.86927745e-05j 1.370093  +6.14072255e-05j],"[[ 0.82555753+0.j         -0.5641285 -0.01462194j]
 [ 0.5641285 +0.01462194j  0.82555753+0.j        ]]",0.00162,-0.010095653109698996,1.3724621553338054,(1.3712+9.01e-05j),(0.0012621553338054703-9.01e-05j)
71,[1.37249472+0.00978601j 1.37116449+0.00035603j],"[[ 0.98656233+0.j         -0.02162524+0.16194789j]
 [ 0.02162524-0.16194789j  0.98656233+0.j        ]]",[1.37356714+2.87259792e-05j 1.37009207+6.13740208e-05j],"[[ 0.8253343 +0.j        -0.56445471-0.0146349j]
 [ 0.56445471+0.0146349j  0.8253343 +0.j       ]]",0.00162,-0.01005194106555184,1.372459205223207,(1.3712+9.01e-05j),(0.001259205223206994-9.01e-05j)
72,[1.37249198+0.00974109j 1.37116424+0.00035724j],"[[ 0.98644065+0.j         -0.02177631+0.16266725j]
 [ 0.02177631-0.16266725j  0.98644065+0.j        ]]",[1.37356511+2.87596374e-05j 1.37009111+6.13403626e-05j],"[[ 0.82510795+0.j         -0.56478518-0.01464803j]
 [ 0.56478518+0.01464803j  0.82510795+0.j        ]]",0.00162,-0.010008229021404682,1.3724562175978825,(1.3712+9.01e-05j),(0.0012562175978825252-9.01e-05j)
73,[1.37248921+0.00969615j 1.37116398+0.00035847j],"[[ 0.98631728+0.j         -0.0219287 +0.16339324j]
 [ 0.0219287 -0.16339324j  0.98631728+0.j        ]]",[1.37356305+2.87937484e-05j 1.37009015+6.13062516e-05j],"[[ 0.8248785+0.j         -0.5651199-0.01466132j]
 [ 0.5651199+0.01466132j  0.8248785+0.j        ]]",0.00162,-0.009964516977257525,1.372453192621513,(1.3712+9.01e-05j),(0.0012531926215131328-9.01e-05j)
74,[1.3724864 +0.0096512j  1.37116373+0.00035971j],"[[ 0.98619219+0.j         -0.02208245+0.16412596j]
 [ 0.02208245-0.16412596j  0.98619219+0.j        ]]",[1.37356096+2.88283116e-05j 1.37008917+6.12716884e-05j],"[[ 0.82464595+0.j         -0.56545885-0.01467478j]
 [ 0.56545885+0.01467478j  0.82464595+0.j        ]]",0.00162,-0.009920804933110369,1.3724501304577845,(1.3712+9.01e-05j),(0.0012501304577845485-9.01e-05j)
75,[1.37248357+0.00960624j 1.37116347+0.00036096j],"[[ 0.98606534+0.j         -0.02223755+0.16486549j]
 [ 0.02223755-0.16486549j  0.98606534+0.j        ]]",[1.37355886+2.88633262e-05j 1.37008818+6.12366738e-05j],"[[ 0.82441028+0.j         -0.56580203-0.01468841j]
 [ 0.56580203+0.01468841j  0.82441028+0.j        ]]",0.00162,-0.00987709288896321,1.3724470312703843,(1.3712+9.01e-05j),(0.00124703127038428-9.01e-05j)
76,[1.37248069+0.00956126j 1.3711632 +0.00036222j],"[[ 0.98593671+0.j         -0.02239405+0.16561194j]
 [ 0.02239405-0.16561194j  0.98593671+0.j        ]]",[1.37355672+2.88987916e-05j 1.37008717+6.12012084e-05j],"[[ 0.82417152+0.j        -0.56614941-0.0147022j]
 [ 0.56614941+0.0147022j  0.82417152+0.j       ]]",0.00162,-0.009833380844816053,1.3724438952230036,(1.3712+9.01e-05j),(0.0012438952230036104-9.01e-05j)
77,[1.37247778+0.00951628j 1.37116294+0.00036349j],"[[ 0.98580625+0.j        -0.02255197+0.1663654j]
 [ 0.02255197-0.1663654j  0.98580625+0.j       ]]",[1.37355457+2.89347072e-05j 1.37008615+6.11652928e-05j],"[[ 0.82392965+0.j         -0.56650098-0.01471615j]
 [ 0.56650098+0.01471615j  0.82392965+0.j        ]]",0.00162,-0.009789668800668897,1.3724407224793365,(1.3712+9.01e-05j),(0.0012407224793364868-9.01e-05j)
78,[1.37247484+0.00947128j 1.37116267+0.00036478j],"[[ 0.98567393+0.j         -0.02271132+0.16712598j]
 [ 0.02271132-0.16712598j  0.98567393+0.j        ]]",[1.37355239+2.89710721e-05j 1.37008512+6.11289279e-05j],"[[ 0.82368469+0.j         -0.56685673-0.01473026j]
 [ 0.56685673+0.01473026j  0.82368469+0.j        ]]",0.00162,-0.00974595675652174,1.3724375132030804,(1.3712+9.01e-05j),(0.0012375132030804092-9.01e-05j)
79,[1.37247186+0.00942627j 1.3711624 +0.00036608j],"[[ 0.98553972+0.j         -0.02287214+0.16789377j]
 [ 0.02287214-0.16789377j  0.98553972+0.j        ]]",[1.37355019+2.90078859e-05j 1.37008408+6.10921141e-05j],"[[ 0.82343663+0.j         -0.56721664-0.01474454j]
 [ 0.56721664+0.01474454j  0.82343663+0.j        ]]",0.00162,-0.009702244712374582,1.3724342675579342,(1.3712+9.01e-05j),(0.00123426755793421-9.01e-05j)
80,[1.37246885+0.00938124j 1.37116213+0.00036739j],"[[ 0.98540358+0.j         -0.02303444+0.16866888j]
 [ 0.02303444-0.16866888j  0.98540358+0.j        ]]",[1.37354796+2.90451478e-05j 1.37008302+6.10548522e-05j],"[[ 0.82318547+0.j         -0.5675807 -0.01475898j]
 [ 0.5675807 +0.01475898j  0.82318547+0.j        ]]",0.00162,-0.009658532668227426,1.3724309857076014,(1.3712+9.01e-05j),(0.0012309857076013841-9.01e-05j)
81,[1.37246581+0.0093362j  1.37116186+0.00036872j],"[[ 0.98526548+0.j         -0.02319825+0.16945142j]
 [ 0.02319825-0.16945142j  0.98526548+0.j        ]]",[1.37354572+2.90828572e-05j 1.37008195+6.10171428e-05j],"[[ 0.82293122+0.j         -0.5679489 -0.01477357j]
 [ 0.5679489 +0.01477357j  0.82293122+0.j        ]]",0.00162,-0.009614820624080268,1.3724276678157865,(1.3712+9.01e-05j),(0.0012276678157865373-9.01e-05j)
82,[1.37246273+0.00929115j 1.37116158+0.00037006j],"[[ 0.98512536+0.j        -0.02336361+0.1702415j]
 [ 0.02336361-0.1702415j  0.98512536+0.j       ]]",[1.37354345+2.91210135e-05j 1.37008087+6.09789865e-05j],"[[ 0.82267387+0.j         -0.56832121-0.01478833j]
 [ 0.56832121+0.01478833j  0.82267387+0.j        ]]",0.00162,-0.00957110857993311,1.3724243140461974,(1.3712+9.01e-05j),(0.0012243140461973834-9.01e-05j)
83,[1.37245963+0.00924609j 1.3711613 +0.00037141j],"[[ 0.9849832 +0.j         -0.02353053+0.17103922j]
 [ 0.02353053-0.17103922j  0.9849832 +0.j        ]]",[1.37354115+2.91596159e-05j 1.37007977+6.09403841e-05j],"[[ 0.82241344+0.j         -0.56869764-0.01480325j]
 [ 0.56869764+0.01480325j  0.82241344+0.j        ]]",0.00162,-0.009527396535785954,1.3724209245625438,(1.3712+9.01e-05j),(0.001220924562543857-9.01e-05j)
84,[1.37245648+0.00920101j 1.37116102+0.00037277j],"[[ 0.98483895+0.j        -0.02369905+0.1718447j]
 [ 0.02369905-0.1718447j  0.98483895+0.j       ]]",[1.37353884+2.91986639e-05j 1.37007866+6.09013361e-05j],"[[ 0.82214991+0.j         -0.56907815-0.01481832j]
 [ 0.56907815+0.01481832j  0.82214991+0.j        ]]",0.00162,-0.009483684491638797,1.3724174995285385,(1.3712+9.01e-05j),(0.001217499528538557-9.01e-05j)
85,[1.37245331+0.00915592j 1.37116073+0.00037415j],"[[ 0.98469257+0.j         -0.02386919+0.17265805j]
 [ 0.02386919-0.17265805j  0.98469257+0.j        ]]",[1.3735365 +2.92381568e-05j 1.37007754+6.08618432e-05j],"[[ 0.8218833 +0.j         -0.56946274-0.01483355j]
 [ 0.56946274+0.01483355j  0.8218833 +0.j        ]]",0.00162,-0.009439972447491639,1.3724140391078963,(1.3712+9.01e-05j),(0.001214039107896303-9.01e-05j)
86,[1.3724501 +0.00911081j 1.37116044+0.00037555j],"[[ 0.98454402+0.j        -0.02404099+0.1734794j]
 [ 0.02404099-0.1734794j  0.98454402+0.j       ]]",[1.37353414+2.92780939e-05j 1.37007641+6.08219061e-05j],"[[ 0.8216136 +0.j         -0.56985139-0.01484894j]
 [ 0.56985139+0.01484894j  0.8216136 +0.j        ]]",0.00162,-0.009396260403344483,1.3724105434643339,(1.3712+9.01e-05j),(0.001210543464333913-9.01e-05j)
87,[1.37244686+0.00906569j 1.37116015+0.00037696j],"[[ 0.98439326+0.j         -0.02421446+0.17430885j]
 [ 0.02421446-0.17430885j  0.98439326+0.j        ]]",[1.37353175+2.93184747e-05j 1.37007526+6.07815253e-05j],"[[ 0.82134081+0.j         -0.57024409-0.01486448j]
 [ 0.57024409+0.01486448j  0.82134081+0.j        ]]",0.00162,-0.009352548359197325,1.3724070127615704,(1.3712+9.01e-05j),(0.0012070127615704251-9.01e-05j)
88,[1.37244359+0.00902056j 1.37115986+0.00037838j],"[[ 0.98424023+0.j         -0.02438965+0.17514654j]
 [ 0.02438965-0.17514654j  0.98424023+0.j        ]]",[1.37352935+2.93592985e-05j 1.3700741 +6.07407015e-05j],"[[ 0.82106494+0.j         -0.57064082-0.01488018j]
 [ 0.57064082+0.01488018j  0.82106494+0.j        ]]",0.00162,-0.009308836315050167,1.372403447163327,(1.3712+9.01e-05j),(0.0012034471633270982-9.01e-05j)
89,[1.37244029+0.00897541j 1.37115956+0.00037982j],"[[ 0.9840849 +0.j         -0.02456658+0.17599259j]
 [ 0.02456658-0.17599259j  0.9840849 +0.j        ]]",[1.37352692+2.94005647e-05j 1.37007293+6.06994353e-05j],"[[ 0.82078598+0.j         -0.57104158-0.01489603j]
 [ 0.57104158+0.01489603j  0.82078598+0.j        ]]",0.00162,-0.009265124270903011,1.372399846833327,(1.3712+9.01e-05j),(0.0011998468333269674-9.01e-05j)
90,[1.37243695+0.00893024j 1.37115926+0.00038127j],"[[ 0.98392722+0.j         -0.02474528+0.17684712j]
 [ 0.02474528-0.17684712j  0.98392722+0.j        ]]",[1.37352447+2.94422726e-05j 1.37007174+6.06577274e-05j],"[[ 0.82050394+0.j         -0.57144633-0.01491204j]
 [ 0.57144633+0.01491204j  0.82050394+0.j        ]]",0.00162,-0.009221412226755854,1.3723962119352948,(1.3712+9.01e-05j),(0.0011962119352948442-9.01e-05j)
91,[1.37243359+0.00888506j 1.37115895+0.00038274j],"[[ 0.98376713+0.j         -0.0249258 +0.17771027j]
 [ 0.0249258 -0.17771027j  0.98376713+0.j        ]]",[1.373522  +2.94844216e-05j 1.37007054+6.06155784e-05j],"[[ 0.82021882+0.j        -0.57185508-0.0149282j]
 [ 0.57185508+0.0149282j  0.82021882+0.j       ]]",0.00162,-0.009177700182608696,1.3723925426329573,(1.3712+9.01e-05j),(0.0011925426329573163-9.01e-05j)
92,[1.37243019+0.00883986j 1.37115865+0.00038423j],"[[ 0.98360459+0.j         -0.02510816+0.17858217j]
 [ 0.02510816-0.17858217j  0.98360459+0.j        ]]",[1.37351951+2.9527011e-05j 1.37006933+6.0572989e-05j],"[[ 0.81993062+0.j         -0.5722678 -0.01494451j]
 [ 0.5722678 +0.01494451j  0.81993062+0.j        ]]",0.00162,-0.00913398813846154,1.372388839090043,(1.3712+9.01e-05j),(0.0011888390900429702-9.01e-05j)
93,[1.37242677+0.00879465j 1.37115834+0.00038573j],"[[ 0.98343955+0.j         -0.02529239+0.17946294j]
 [ 0.02529239-0.17946294j  0.98343955+0.j        ]]",[1.373517 +2.95700403e-05j 1.3700681+6.05299597e-05j],"[[ 0.81963934+0.j         -0.57268448-0.01496097j]
 [ 0.57268448+0.01496097j  0.81963934+0.j        ]]",0.00162,-0.00909027609431438,1.3723851014702815,(1.3712+9.01e-05j),(0.0011851014702815021-9.01e-05j)
94,[1.37242331+0.00874942j 1.37115802+0.00038724j],"[[ 0.98327195+0.j         -0.02547854+0.18035274j]
 [ 0.02547854-0.18035274j  0.98327195+0.j        ]]",[1.37351447+2.96135088e-05j 1.37006686+6.04864912e-05j],"[[ 0.81934499+0.j         -0.57310511-0.01497758j]
 [ 0.57310511+0.01497758j  0.81934499+0.j        ]]",0.00162,-0.009046564050167225,1.3723813299374046,(1.3712+9.01e-05j),(0.0011813299374046071-9.01e-05j)
95,[1.37241982+0.00870418j 1.37115771+0.00038877j],"[[ 0.98310175+0.j         -0.02566663+0.18125171j]
 [ 0.02566663-0.18125171j  0.98310175+0.j        ]]",[1.37351191+2.96574159e-05j 1.37006561+6.04425841e-05j],"[[ 0.81904755+0.j         -0.57352967-0.01499434j]
 [ 0.57352967+0.01499434j  0.81904755+0.j        ]]",0.00162,-0.009002852006020069,1.372377524655145,(1.3712+9.01e-05j),(0.0011775246551450902-9.01e-05j)
96,[1.3724163 +0.00865892j 1.37115738+0.00039032j],"[[ 0.98292888+0.j         -0.02585671+0.18215997j]
 [ 0.02585671-0.18215997j  0.98292888+0.j        ]]",[1.37350934+2.97017609e-05j 1.37006435+6.03982391e-05j],"[[ 0.81874704+0.j         -0.57395814-0.01501125j]
 [ 0.57395814+0.01501125j  0.81874704+0.j        ]]",0.00162,-0.008959139961872909,1.3723736857872375,(1.3712+9.01e-05j),(0.0011736857872375328-9.01e-05j)
97,[1.37241275+0.00861364j 1.37115706+0.00039189j],"[[ 0.98275328+0.j        -0.02604882+0.1830777j]
 [ 0.02604882-0.1830777j  0.98275328+0.j       ]]",[1.37350674+2.97465432e-05j 1.37006307+6.03534568e-05j],"[[ 0.81844345+0.j         -0.57439051-0.01502831j]
 [ 0.57439051+0.01502831j  0.81844345+0.j        ]]",0.00162,-0.008915427917725753,1.3723698134974176,(1.3712+9.01e-05j),(0.0011698134974176266-9.01e-05j)
98,[1.37240918+0.00856834j 1.37115673+0.00039347j],"[[ 0.98257491+0.j         -0.02624299+0.18400502j]
 [ 0.02624299-0.18400502j  0.98257491+0.j        ]]",[1.37350413+2.97917621e-05j 1.37006178+6.03082379e-05j],"[[ 0.81813679+0.j         -0.57482677-0.01504552j]
 [ 0.57482677+0.01504552j  0.81813679+0.j        ]]",0.00162,-0.008871715873578595,1.372365907949422,(1.3712+9.01e-05j),(0.0011659079494219515-9.01e-05j)
99,[1.37240557+0.00852303j 1.3711564 +0.00039508j],"[[ 0.9823937 +0.j        -0.02643926+0.1849421j]
 [ 0.02643926-0.1849421j  0.9823937 +0.j       ]]",[1.37350149+2.98374171e-05j 1.37006048+6.02625829e-05j],"[[ 0.81782706+0.j         -0.57526691-0.01506287j]
 [ 0.57526691+0.01506287j  0.81782706+0.j        ]]",0.00162,-0.008828003829431438,1.3723619693069888,(1.3712+9.01e-05j),(0.0011619693069888637-9.01e-05j)
100,[1.37240193+0.0084777j  1.37115607+0.00039669j],"[[ 0.98220959+0.j        -0.02663768+0.1858891j]
 [ 0.02663768-0.1858891j  0.98220959+0.j       ]]",[1.37349884+2.98835075e-05j 1.37005916+6.02164925e-05j],"[[ 0.81751425+0.j         -0.57571089-0.01508037j]
 [ 0.57571089+0.01508037j  0.81751425+0.j        ]]",0.00162,-0.008784291785284282,1.372357997733857,(1.3712+9.01e-05j),(0.0011579977338569414-9.01e-05j)
101,[1.37239827+0.00843235j 1.37115573+0.00039833j],"[[ 0.98202251+0.j         -0.02683829+0.18684617j]
 [ 0.02683829-0.18684617j  0.98202251+0.j        ]]",[1.37349616+2.99300326e-05j 1.37005783+6.01699674e-05j],"[[ 0.81719837+0.j         -0.57615872-0.01509801j]
 [ 0.57615872+0.01509801j  0.81719837+0.j        ]]",0.00162,-0.008740579741137124,1.3723539933937665,(1.3712+9.01e-05j),(0.0011539933937665392-9.01e-05j)
102,[1.37239457+0.00838698j 1.37115538+0.00039999j],"[[ 0.98183241+0.j         -0.02704113+0.18781348j]
 [ 0.02704113-0.18781348j  0.98183241+0.j        ]]",[1.37349347+2.99769918e-05j 1.37005649+6.01230082e-05j],"[[ 0.81687942+0.j         -0.57661037-0.01511579j]
 [ 0.57661037+0.01511579j  0.81687942+0.j        ]]",0.00162,-0.008696867696989966,1.3723499564504584,(1.3712+9.01e-05j),(0.0011499564504584558-9.01e-05j)
103,[1.37239085+0.00834159j 1.37115504+0.00040166j],"[[ 0.9816392 +0.j         -0.02724625+0.18879119j]
 [ 0.02724625-0.18879119j  0.9816392 +0.j        ]]",[1.37349075+3.00243844e-05j 1.37005514+6.00756156e-05j],"[[ 0.8165574 +0.j         -0.57706584-0.01513372j]
 [ 0.57706584+0.01513372j  0.8165574 +0.j        ]]",0.00162,-0.00865315565284281,1.3723458870676748,(1.3712+9.01e-05j),(0.0011458870676748223-9.01e-05j)
104,[1.3723871 +0.00829619j 1.37115468+0.00040336j],"[[ 0.98144284+0.j         -0.0274537 +0.18977948j]
 [ 0.0274537 -0.18977948j  0.98144284+0.j        ]]",[1.37348802+3.00722098e-05j 1.37005377+6.00277902e-05j],"[[ 0.81623231+0.j        -0.5775251 -0.0151518j]
 [ 0.5775251 +0.0151518j  0.81623231+0.j       ]]",0.00162,-0.008609443608695653,1.372341785409157,(1.3712+9.01e-05j),(0.0011417854091571034-9.01e-05j)
105,[1.37238332+0.00825076j 1.37115433+0.00040507j],"[[ 0.98124323+0.j         -0.02766352+0.19077852j]
 [ 0.02766352-0.19077852j  0.98124323+0.j        ]]",[1.37348526+3.01204674e-05j 1.37005239+5.99795326e-05j],"[[ 0.81590415+0.j         -0.57798814-0.01517001j]
 [ 0.57798814+0.01517001j  0.81590415+0.j        ]]",0.00162,-0.008565731564548495,1.3723376516386494,(1.3712+9.01e-05j),(0.0011376516386494284-9.01e-05j)
106,[1.37237952+0.00820532j 1.37115397+0.0004068j ],"[[ 0.98104032+0.j        -0.02787576+0.1917885j]
 [ 0.02787576-0.1917885j  0.98104032+0.j       ]]",[1.37348249+3.01691564e-05j 1.370051  +5.99308436e-05j],"[[ 0.81557293+0.j         -0.57845494-0.01518836j]
 [ 0.57845494+0.01518836j  0.81557293+0.j        ]]",0.00162,-0.008522019520401339,1.3723334859198952,(1.3712+9.01e-05j),(0.0011334859198952607-9.01e-05j)
107,[1.37237568+0.00815985j 1.3711536 +0.00040856j],"[[ 0.98083403+0.j         -0.02809048+0.19280958j]
 [ 0.02809048-0.19280958j  0.98083403+0.j        ]]",[1.3734797 +3.02182762e-05j 1.37004959+5.98817238e-05j],"[[ 0.81523863+0.j         -0.57892549-0.01520686j]
 [ 0.57892549+0.01520686j  0.81523863+0.j        ]]",0.00162,-0.008478307476254181,1.372329288416639,(1.3712+9.01e-05j),(0.0011292884166389516-9.01e-05j)
108,[1.37237182+0.00811437j 1.37115324+0.00041033j],"[[ 0.98062427+0.j         -0.02830771+0.19384197j]
 [ 0.02830771-0.19384197j  0.98062427+0.j        ]]",[1.37347689+3.02678262e-05j 1.37004817+5.98321738e-05j],"[[ 0.81490127+0.j         -0.57939978-0.01522549j]
 [ 0.57939978+0.01522549j  0.81490127+0.j        ]]",0.00162,-0.008434595432107023,1.3723250592926248,(1.3712+9.01e-05j),(0.0011250592926248526-9.01e-05j)
109,[1.37236794+0.00806886j 1.37115286+0.00041212j],"[[ 0.98041098+0.j         -0.02852753+0.19488585j]
 [ 0.02852753-0.19488585j  0.98041098+0.j        ]]",[1.37347406+3.03178057e-05j 1.37004674+5.97821943e-05j],"[[ 0.81456085+0.j         -0.57987778-0.01524426j]
 [ 0.57987778+0.01524426j  0.81456085+0.j        ]]",0.00162,-0.008390883387959867,1.372320798711598,(1.3712+9.01e-05j),(0.0011207987115979812-9.01e-05j)
