,freq,decay,Q,abs_amp,comp_amp,error,names,Seps,comp_amp_real,comp_amp_imag,error_real,error_imag
0,1.3408116191003856,-0.0052066257031314,128.76013137394958,5.621816409089419,1.046822721781621+5.523493634165678i,9.85547395420539e-07+0.0i,"[60,0.1,0.6,0.85,True,10,3,15,0.33,1.4,1.4]",0.1,1.046822721781621,5.523493634165678,9.85547395420539e-07,0.0
1,1.4539259193955174,-0.0105501357739884,68.90555489248788,0.2724795300691696,0.1517311632244544+0.2263244317639381i,0.0017903523171585957+0.0i,"[60,0.1,0.6,0.85,True,10,3,15,0.33,1.4,1.4]",0.1,0.1517311632244544,0.2263244317639381,0.0017903523171585957,0.0
2,1.3445956198809053,-0.0012579402252947,534.4433673570868,5.47349355289787,2.7508554305828357+4.732010785453418i,2.9727833366028726e-06+0.0i,"[60,0.1,0.6,0.85,True,10,3,15,0.33,1.4,1.4]",0.1,2.7508554305828357,4.732010785453418,2.9727833366028726e-06,0.0
3,1.3399135418069377,0.0106893006847694,-62.67545377014704,0.454678835415885,-0.40437616975110874-0.2078767825240902i,0.0029165399065561827+0.0i,"[60,0.5,0.6,0.85,True,10,15,15,0.33,1.4,1.4]",0.5,-0.40437616975110874,-0.2078767825240902,0.0029165399065561827,0.0
4,1.3671559898865773,0.0011665103033987,-586.0025350411668,9.787432542643826,-9.497958678772669+2.362756168784738i,2.665662801738208e-06+0.0i,"[60,0.5,0.6,0.85,True,10,15,15,0.33,1.4,1.4]",0.5,-9.497958678772669,2.362756168784738,2.665662801738208e-06,0.0
5,1.3671339062906989,0.0011814808860714,-578.5679321637615,9.77764340128397,-9.48602472612371+2.370157247534767i,2.719701624182019e-06+0.0i,"[60,0.5,0.6,0.85,True,10,15,15,0.33,1.4,1.4]",0.5,-9.48602472612371,2.370157247534767,2.719701624182019e-06,0.0
6,1.368050062866604,0.0008210487940367,-833.1113039826304,9.7926445030482,-9.52304009293849+2.282015282894965i,2.784079875137375e-06+0.0i,"[60,0.5,0.6,0.85,True,10,3,15,0.33,1.4,1.4]",0.5,-9.52304009293849,2.282015282894965,2.784079875137375e-06,0.0
7,1.3678213555459138,-0.0029180378177651,234.37347988065275,7.941956349108393,-7.730940985441372+1.8185769521155557i,1.1492892362617409e-06+0.0i,"[60,0.5,0.6,0.85,True,10,3,15,0.33,1.4,1.4]",0.5,-7.730940985441372,1.8185769521155557,1.1492892362617409e-06,0.0
8,1.3422986262447898,0.0012603508232087,-532.5099176860207,6.230136179082101,2.9432328537875447+5.49108160368186i,3.5044145093651054e-06+0.0i,"[60,0.1,0.6,0.85,True,10,15,15,0.33,1.4,1.4]",0.1,2.9432328537875447,5.49108160368186,3.5044145093651054e-06,0.0
9,1.3423545553742224,0.0011283502568903,-594.8306153949196,6.270015401905703,2.956131749596498+5.529410295787634i,3.4756884891379e-06+0.0i,"[60,0.1,0.6,0.85,True,10,15,15,0.33,1.4,1.4]",0.1,2.956131749596498,5.529410295787634,3.4756884891379e-06,0.0
10,1.3419750985885244,-0.0033852205396652,198.2108821071395,5.551834780109138,1.532368283324082-5.3361706185139814i,9.349126258227946e-08+0.0i,"[60,0.1,0.6,0.85,True,200,3,15,0.33,1.4,1.4]",0.1,1.532368283324082,-5.3361706185139814,9.349126258227946e-08,0.0
11,1.3866762766796714,-0.0009657341360712,717.9389362380978,0.4402550024621065,-0.2276789307829539-0.37681132104866527i,3.695227900907473e-07+0.0i,"[60,0.1,0.6,0.85,True,200,3,15,0.33,1.4,1.4]",0.1,-0.2276789307829539,-0.37681132104866527,3.695227900907473e-07,0.0
12,1.4583801881589773,-0.0056955481285607,128.02808046216097,0.0016637595492686,0.0003624914596752493-0.0016237905589838834i,7.68986627687712e-05+0.0i,"[60,0.1,0.6,0.85,True,200,3,15,0.33,1.4,1.4]",0.1,0.0003624914596752493,-0.0016237905589838834,7.68986627687712e-05,0.0
13,1.3419674936110626,-0.0033874695410145,198.0781638569545,5.499711191062787,2.1264071194625562-5.072003149387845i,7.53996573707118e-09+0.0i,"[60,0.1,0.6,0.85,True,200,3,15,0.33,1.4,1.4]",0.1,2.1264071194625562,-5.072003149387845,7.53996573707118e-09,0.0
14,1.3866610204890175,-0.0010043989782606,690.2939222869076,0.4629091309732658,0.26922538679148106+0.376566799712085i,1.6187870045326598e-07+0.0i,"[60,0.1,0.6,0.85,True,200,3,15,0.33,1.4,1.4]",0.1,0.26922538679148106,0.376566799712085,1.6187870045326598e-07,0.0
15,1.500508773082748,-0.0129323997462533,58.013547466991376,0.3021746163539876,-0.182303271370495-0.24098758477626034i,1.4554846412667918e-06+0.0i,"[60,0.1,0.6,0.85,True,200,3,15,0.33,1.4,1.4]",0.1,-0.182303271370495,-0.24098758477626034,1.4554846412667918e-06,0.0
16,1.1836023574243892,0.0036425768477628,-162.46772640518313,7.187445799281526e-05,-3.787681499663501e-05-6.108424180974706e-05i,0.000327209483849152+0.0i,"[60,0.1,0.6,0.85,True,200,15,15,0.33,1.4,1.4]",0.1,-3.787681499663501e-05,-6.108424180974706e-05,0.000327209483849152,0.0
17,1.340999617324792,-9.606071882791276e-05,6979.958268515122,6.398215649520769,2.694837891324692-5.803017511368819i,6.9577933716777755e-09+0.0i,"[60,0.1,0.6,0.85,True,200,15,15,0.33,1.4,1.4]",0.1,2.694837891324692,-5.803017511368819,6.9577933716777755e-09,0.0
18,1.3849697314110514,-0.0012444720497513,556.4487091886859,0.0219749640040429,0.012184513781100293+0.018287609655096043i,4.34810807208256e-06+0.0i,"[60,0.1,0.6,0.85,True,200,15,15,0.33,1.4,1.4]",0.1,0.012184513781100293,0.018287609655096043,4.34810807208256e-06,0.0
19,1.2129029464952161,-0.0022570013166631,268.69788190651934,0.0061629429469026,0.0007975404494705299+0.006111120600858314i,2.0153357265973514e-05+0.0i,"[60,0.1,0.6,0.85,True,200,15,15,0.33,1.4,1.4]",0.1,0.0007975404494705299,0.006111120600858314,2.0153357265973514e-05,0.0
20,1.3409993503145787,-9.76950060416236e-05,6863.192934054567,6.410400983222673,2.699332830368448+5.814365230753679i,2.3457600114146685e-09+0.0i,"[60,0.1,0.6,0.85,True,200,15,15,0.33,1.4,1.4]",0.1,2.699332830368448,5.814365230753679,2.3457600114146685e-09,0.0
