,Resolution,Seps,Lam_ss,Lam_us,NULL,Animate,Times,Nwvg_ups,Nwvg_los,a,widths,Name
"[50,0.2,0.6,0.85,True,0.1,3,15,0.33,1.4]",50,0.2,0.6,0.85,True,True,0.1,3,15,0.33,1.4,"[50,0.2,0.6,0.85,True,0.1,3,15,0.33,1.4]"
"[50,0.2,0.6,0.85,True,0.1,5,15,0.33,1.4]",50,0.2,0.6,0.85,True,True,0.1,5,15,0.33,1.4,"[50,0.2,0.6,0.85,True,0.1,5,15,0.33,1.4]"
"[50,0.2,0.6,0.85,True,0.1,10,15,0.33,1.4]",50,0.2,0.6,0.85,True,True,0.1,10,15,0.33,1.4,"[50,0.2,0.6,0.85,True,0.1,10,15,0.33,1.4]"
"[50,0.2,0.6,0.85,True,0.1,15,15,0.33,1.4]",50,0.2,0.6,0.85,True,True,0.1,15,15,0.33,1.4,"[50,0.2,0.6,0.85,True,0.1,15,15,0.33,1.4]"
"[50,0.2,0.6,0.85,True,500,3,15,0.33,1.4]",50,0.2,0.6,0.85,True,True,500.0,3,15,0.33,1.4,"[50,0.2,0.6,0.85,True,500,3,15,0.33,1.4]"
"[50,0.2,0.6,0.85,True,500,5,15,0.33,1.4]",50,0.2,0.6,0.85,True,True,500.0,5,15,0.33,1.4,"[50,0.2,0.6,0.85,True,500,5,15,0.33,1.4]"
"[50,0.2,0.6,0.85,True,500,10,15,0.33,1.4]",50,0.2,0.6,0.85,True,True,500.0,10,15,0.33,1.4,"[50,0.2,0.6,0.85,True,500,10,15,0.33,1.4]"
"[50,0.2,0.6,0.85,True,500,15,15,0.33,1.4]",50,0.2,0.6,0.85,True,True,500.0,15,15,0.33,1.4,"[50,0.2,0.6,0.85,True,500,15,15,0.33,1.4]"
