,eigVal_lossDiff_applied,eigVec_lossDiff_applied,eigVal_lossless,eigVec_lossless,Coupling coeff.,Ecm,XC,Ecm-XC
58,[1.371-0.00253698j 1.371-0.00089902j],"[[8.66908733e-01+0.j        5.93969318e-14-0.4984669j]
 [0.00000000e+00+0.4984669j 8.66908733e-01+0.j       ]]",[1.372407-9.e-05j 1.369593-9.e-05j],"[[ 0.70710678-0.j -0.70710678+0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.001407,(1.371-9e-05j),(1.371-9e-05j),0j
59,[1.371-0.0025344j 1.371-0.0009016j],"[[ 8.66451167e-01+0.j         -7.10820292e-14-0.49926183j]
 [ 0.00000000e+00+0.49926183j  8.66451167e-01+0.j        ]]",[1.3724085-9.e-05j 1.3695915-9.e-05j],"[[ 0.70710678-0.00000000e+00j -0.70710678-6.80336863e-18j]
 [ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.0014085,(1.371-9e-05j),(1.371-9e-05j),0j
60,[1.371-0.00253181j 1.371-0.00090419j],"[[8.65991417e-01+0.j         1.36141098e-14-0.50005886j]
 [0.00000000e+00+0.50005886j 8.65991417e-01+0.j        ]]",[1.37241-9.e-05j 1.36959-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678-0.j]]",0.00141,(1.371-9e-05j),(1.371-9e-05j),0j
61,[1.371-0.0025292j 1.371-0.0009068j],"[[8.65529459e-01+0.j         8.53483950e-15-0.50085802j]
 [0.00000000e+00+0.50085802j 8.65529459e-01+0.j        ]]",[1.3724115-9.e-05j 1.3695885-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-6.78929072e-18j]]",0.0014115,(1.371-9e-05j),(1.371-9e-05j),0j
62,[1.371-0.00252659j 1.371-0.00090941j],"[[8.65065271e-01+0.j         6.60582700e-15-0.50165932j]
 [0.00000000e+00+0.50165932j 8.65065271e-01+0.j        ]]",[1.372413-9.e-05j 1.369587-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-6.80336863e-18j]]",0.001413,(1.371-9e-05j),(1.371-9e-05j),0j
63,[1.371-0.00252396j 1.371-0.00091204j],"[[8.64598830e-01+0.j        1.25455202e-14-0.5024628j]
 [0.00000000e+00+0.5024628j 8.64598830e-01+0.j       ]]",[1.3724145-9.e-05j 1.3695855-9.e-05j],"[[ 0.70710678+0.j  0.70710678+0.j]
 [ 0.70710678-0.j -0.70710678+0.j]]",0.0014145,(1.371-9e-05j),(1.371-9e-05j),0j
64,[1.371-0.00252132j 1.371-0.00091468j],"[[ 8.64130114e-01+0.j          5.71209746e-14-0.50326846j]
 [-7.09599675e-14+0.50326846j  8.64130114e-01+0.j        ]]",[1.372416-9.e-05j 1.369584-9.e-05j],"[[ 0.70710678+0.j  0.70710678+0.j]
 [ 0.70710678-0.j -0.70710678+0.j]]",0.001416,(1.371-9e-05j),(1.371-9e-05j),0j
65,[1.371-0.00251867j 1.371-0.00091733j],"[[8.63659097e-01+0.j         7.35245198e-14-0.50407635j]
 [0.00000000e+00+0.50407635j 8.63659097e-01+0.j        ]]",[1.3724175-9.e-05j 1.3695825-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-2.64752084e-31j]]",0.0014175,(1.371-9e-05j),(1.371-9e-05j),0j
66,[1.371-0.00251601j 1.371-0.00091999j],"[[ 8.63185757e-01+0.j          1.95704564e-13-0.50488647j]
 [-1.59513926e-13+0.50488647j  8.63185757e-01+0.j        ]]",[1.372419-9.e-05j 1.369581-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678+6.76271105e-18j]]",0.001419,(1.371-9e-05j),(1.371-9e-05j),0j
67,[1.371-0.00251334j 1.371-0.00092266j],"[[ 8.62710068e-01+0.j         -9.36195566e-14-0.50569886j]
 [ 1.18191065e-13+0.50569886j  8.62710068e-01+0.j        ]]",[1.3724205-9.e-05j 1.3695795-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.0014204999999999999,(1.371-9e-05j),(1.371-9e-05j),0j
68,[1.371-0.00251065j 1.371-0.00092535j],"[[ 8.62232006e-01+0.j          6.55864252e-14-0.50651354j]
 [-1.92670629e-13+0.50651354j  8.62232006e-01+0.j        ]]",[1.372422-9.e-05j 1.369578-9.e-05j],"[[ 0.70710678+0.00000000e+00j -0.70710678-6.73915883e-18j]
 [ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.001422,(1.371-9e-05j),(1.371-9e-05j),0j
69,[1.371-0.00250796j 1.371-0.00092804j],"[[ 8.61751545e-01+0.j         -3.51663143e-14-0.50733054j]
 [ 1.12874765e-13+0.50733054j  8.61751545e-01+0.j        ]]",[1.3724235-9.e-05j 1.3695765-9.e-05j],"[[ 0.70710678+0.0000000e+00j  0.70710678+0.0000000e+00j]
 [ 0.70710678-0.0000000e+00j -0.70710678+6.7320575e-18j]]",0.0014235,(1.371-9e-05j),(1.371-9e-05j),0j
70,[1.371-0.00250525j 1.371-0.00093075j],"[[8.61268659e-01+0.j         8.00332023e-14-0.50814988j]
 [0.00000000e+00+0.50814988j 8.61268659e-01+0.j        ]]",[1.372425-9.e-05j 1.369575-9.e-05j],"[[ 0.70710678+0.00000000e+00j -0.70710678-6.70850094e-18j]
 [ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.001425,(1.371-9e-05j),(1.371-9e-05j),0j
71,[1.371-0.00250253j 1.371-0.00093347j],"[[ 8.60783322e-01+0.j         -3.68594044e-14-0.50897158j]
 [ 5.29109390e-14+0.50897158j  8.60783322e-01+0.j        ]]",[1.3724265-9.e-05j 1.3695735-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678+0.j]]",0.0014265,(1.371-9e-05j),(1.371-9e-05j),0j
72,[1.371-0.00249979j 1.371-0.00093621j],"[[8.60295506e-01+0.j         1.05471187e-15-0.50979569j]
 [0.00000000e+00+0.50979569j 8.60295506e-01+0.j        ]]",[1.372428-9.e-05j 1.369572-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-1.34102256e-17j]]",0.001428,(1.371-9e-05j),(1.371-9e-05j),0j
73,[1.371-0.00249705j 1.371-0.00093895j],"[[ 8.59805184e-01+0.j          6.71684930e-14-0.51062221j]
 [-8.99354687e-14+0.51062221j  8.59805184e-01+0.j        ]]",[1.3724295-9.e-05j 1.3695705-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678+0.j]]",0.0014295,(1.371-9e-05j),(1.371-9e-05j),0j
74,[1.371-0.00249429j 1.371-0.00094171j],"[[8.59312329e-01+0.j         1.45716772e-14-0.51145119j]
 [0.00000000e+00+0.51145119j 8.59312329e-01+0.j        ]]",[1.372431-9.e-05j 1.369569-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-6.69677418e-18j]]",0.001431,(1.371-9e-05j),(1.371-9e-05j),0j
75,[1.371-0.00249152j 1.371-0.00094448j],"[[ 8.58816912e-01+0.j          1.47909462e-13-0.51228265j]
 [-6.99498496e-14+0.51228265j  8.58816912e-01+0.j        ]]",[1.3724325-9.e-05j 1.3695675-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678+0.j]]",0.0014325,(1.371-9e-05j),(1.371-9e-05j),0j
76,[1.371-0.00248873j 1.371-0.00094727j],"[[ 8.58318903e-01+0.j          3.43891582e-14-0.51311662j]
 [-5.98057546e-14+0.51311662j  8.58318903e-01+0.j        ]]",[1.372434-9.e-05j 1.369566-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-6.69494842e-18j]]",0.001434,(1.371-9e-05j),(1.371-9e-05j),0j
77,[1.371-0.00248593j 1.371-0.00095007j],"[[8.57818273e-01+0.j         3.85663723e-14-0.51395312j]
 [0.00000000e+00+0.51395312j 8.57818273e-01+0.j        ]]",[1.3724355-9.e-05j 1.3695645-9.e-05j],"[[ 0.70710678-0.j -0.70710678+0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.0014355,(1.371-9e-05j),(1.371-9e-05j),0j
78,[1.371-0.00248312j 1.371-0.00095288j],"[[ 8.57314993e-01+0.j          1.89653848e-13-0.51479219j]
 [-1.46355692e-13+0.51479219j  8.57314993e-01+0.j        ]]",[1.372437-9.e-05j 1.369563-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678+0.j]]",0.001437,(1.371-9e-05j),(1.371-9e-05j),0j
79,[1.371-0.0024803j 1.371-0.0009557j],"[[ 8.56809030e-01+0.j         -1.95121697e-13-0.51563387j]
 [ 1.02343836e-13+0.51563387j  8.56809030e-01+0.j        ]]",[1.3724385-9.e-05j 1.3695615-9.e-05j],"[[ 0.70710678-0.0000000e+00j -0.70710678-6.6610671e-18j]
 [ 0.70710678+0.0000000e+00j  0.70710678+0.0000000e+00j]]",0.0014385000000000001,(1.371-9e-05j),(1.371-9e-05j),0j
80,[1.371-0.00247746j 1.371-0.00095854j],"[[ 8.56300355e-01+0.j         -1.10467191e-14-0.51647817j]
 [ 0.00000000e+00+0.51647817j  8.56300355e-01+0.j        ]]",[1.37244-9.e-05j 1.36956-9.e-05j],"[[ 0.70710678+0.j  0.70710678+0.j]
 [ 0.70710678-0.j -0.70710678-0.j]]",0.00144,(1.371-9e-05j),(1.371-9e-05j),0j
81,[1.371-0.00247461j 1.371-0.00096139j],"[[8.55788934e-01+0.j         5.10841369e-14-0.51732514j]
 [0.00000000e+00+0.51732514j 8.55788934e-01+0.j        ]]",[1.3724415-9.e-05j 1.3695585-9.e-05j],"[[ 0.70710678+0.j  0.70710678+0.j]
 [ 0.70710678-0.j -0.70710678+0.j]]",0.0014415,(1.371-9e-05j),(1.371-9e-05j),0j
82,[1.371-0.00247175j 1.371-0.00096425j],"[[ 8.55274735e-01+0.j        -7.59947660e-14-0.5181748j]
 [ 0.00000000e+00+0.5181748j  8.55274735e-01+0.j       ]]",[1.372443-9.e-05j 1.369557-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.001443,(1.371-9e-05j),(1.371-9e-05j),0j
83,[1.371-0.00246887j 1.371-0.00096713j],"[[ 8.54757725e-01+0.j         7.71049891e-14-0.5190272j]
 [-6.69190605e-14+0.5190272j  8.54757725e-01+0.j       ]]",[1.3724445-9.e-05j 1.3695555-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.0014445,(1.371-9e-05j),(1.371-9e-05j),0j
84,[1.371-0.00246598j 1.371-0.00097002j],"[[ 8.54237870e-01+0.j         -8.40300052e-14-0.51988235j]
 [ 0.00000000e+00+0.51988235j  8.54237870e-01+0.j        ]]",[1.372446-9.e-05j 1.369554-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-6.62730557e-18j]]",0.001446,(1.371-9e-05j),(1.371-9e-05j),0j
85,[1.371-0.00246307j 1.371-0.00097293j],"[[ 8.53715135e-01+0.j         -1.35863543e-14-0.52074031j]
 [ 0.00000000e+00+0.52074031j  8.53715135e-01+0.j        ]]",[1.3724475-9.e-05j 1.3695525-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-6.65429083e-18j]]",0.0014475,(1.371-9e-05j),(1.371-9e-05j),0j
86,[1.371-0.00246015j 1.371-0.00097585j],"[[ 8.53189485e-01+0.j        -2.09277040e-13-0.5216011j]
 [ 9.44414618e-14+0.5216011j  8.53189485e-01+0.j       ]]",[1.372449-9.e-05j 1.369551-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678+6.61363325e-18j]]",0.001449,(1.371-9e-05j),(1.371-9e-05j),0j
87,[1.371-0.00245721j 1.371-0.00097879j],"[[ 8.52660883e-01+0.j          2.17659224e-13-0.52246475j]
 [-8.08943786e-14+0.52246475j  8.52660883e-01+0.j        ]]",[1.3724505-9.e-05j 1.3695495-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-6.60008073e-18j]]",0.0014505,(1.371-9e-05j),(1.371-9e-05j),0j
88,[1.371-0.00245426j 1.371-0.00098174j],"[[ 8.52129293e-01+0.j         -1.64812608e-13-0.52333132j]
 [ 1.20120048e-13+0.52333132j  8.52129293e-01+0.j        ]]",[1.372452-9.e-05j 1.369548-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.001452,(1.371-9e-05j),(1.371-9e-05j),0j
89,[1.371-0.0024513j 1.371-0.0009847j],"[[ 8.51594676e-01+0.j          2.26152430e-13-0.52420083j]
 [-1.61392241e-13+0.52420083j  8.51594676e-01+0.j        ]]",[1.3724535-9.e-05j 1.3695465-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-6.59310895e-18j]]",0.0014535,(1.371-9e-05j),(1.371-9e-05j),0j
90,[1.371-0.00244831j 1.371-0.00098769j],"[[ 8.51056995e-01+0.j         -8.64933125e-14-0.52507332j]
 [ 6.94462291e-14+0.52507332j  8.51056995e-01+0.j        ]]",[1.372455-9.e-05j 1.369545-9.e-05j],"[[ 0.70710678-0.0000000e+00j  0.70710678+0.0000000e+00j]
 [ 0.70710678+0.0000000e+00j -0.70710678-6.5865282e-18j]]",0.001455,(1.371-9e-05j),(1.371-9e-05j),0j
91,[1.371-0.00244532j 1.371-0.00099068j],"[[ 8.50516209e-01+0.j         -1.37376222e-13-0.52594884j]
 [ 0.00000000e+00+0.52594884j  8.50516209e-01+0.j        ]]",[1.3724565-9.e-05j 1.3695435-9.e-05j],"[[ 0.70710678-0.j -0.70710678+0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.0014565,(1.371-9e-05j),(1.371-9e-05j),0j
92,[1.371-0.00244231j 1.371-0.00099369j],"[[ 8.49972280e-01+0.j         -1.29576905e-13-0.52682741j]
 [ 0.00000000e+00+0.52682741j  8.49972280e-01+0.j        ]]",[1.372458-9.e-05j 1.369542-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-6.57275985e-18j]]",0.001458,(1.371-9e-05j),(1.371-9e-05j),0j
93,[1.371-0.00243928j 1.371-0.00099672j],"[[ 8.49425164e-01+0.j         5.23192600e-15-0.5277091j]
 [-1.04019775e-13+0.5277091j  8.49425164e-01+0.j       ]]",[1.3724595-9.e-05j 1.3695405-9.e-05j],"[[ 0.70710678-0.j -0.70710678+0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.0014595,(1.371-9e-05j),(1.371-9e-05j),0j
94,[1.371-0.00243624j 1.371-0.00099976j],"[[ 8.48874821e-01+0.j          1.01474384e-13-0.52859393j]
 [-1.08696318e-13+0.52859393j  8.48874821e-01+0.j        ]]",[1.372461-9.e-05j 1.369539-9.e-05j],"[[ 0.70710678-0.j -0.70710678-0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.001461,(1.371-9e-05j),(1.371-9e-05j),0j
95,[1.371-0.00243318j 1.371-0.00100282j],"[[ 8.48321208e-01+0.j         -1.91402449e-13-0.52948194j]
 [ 5.28807108e-14+0.52948194j  8.48321208e-01+0.j        ]]",[1.3724625-9.e-05j 1.3695375-9.e-05j],"[[ 0.70710678-0.j -0.70710678+0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.0014625,(1.371-9e-05j),(1.371-9e-05j),0j
96,[1.371-0.0024301j 1.371-0.0010059j],"[[8.47764280e-01+0.j         1.14075416e-14-0.53037319j]
 [0.00000000e+00+0.53037319j 8.47764280e-01+0.j        ]]",[1.372464-9.e-05j 1.369536-9.e-05j],"[[ 0.70710678-0.0000000e+00j -0.70710678-4.9640182e-31j]
 [ 0.70710678+0.0000000e+00j  0.70710678+0.0000000e+00j]]",0.001464,(1.371-9e-05j),(1.371-9e-05j),0j
97,[1.371-0.00242701j 1.371-0.00100899j],"[[8.47203992e-01+0.j         3.31679129e-15-0.53126773j]
 [0.00000000e+00+0.53126773j 8.47203992e-01+0.j        ]]",[1.3724655-9.e-05j 1.3695345-9.e-05j],"[[ 0.70710678-0.00000000e+00j -0.70710678-6.53912238e-18j]
 [ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.0014655,(1.371-9e-05j),(1.371-9e-05j),0j
98,[1.371-0.0024239j 1.371-0.0010121j],"[[ 8.46640299e-01+0.j          2.52020627e-14-0.53216558j]
 [-1.22018004e-13+0.53216558j  8.46640299e-01+0.j        ]]",[1.372467-9.e-05j 1.369533-9.e-05j],"[[ 0.70710678+0.00000000e+00j -0.70710678-4.94373622e-31j]
 [ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.001467,(1.371-9e-05j),(1.371-9e-05j),0j
99,[1.371-0.00242077j 1.371-0.00101523j],"[[8.46073153e-01+0.j         1.34225964e-13-0.53306681j]
 [0.00000000e+00+0.53306681j 8.46073153e-01+0.j        ]]",[1.3724685-9.e-05j 1.3695315-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-6.52215369e-18j]]",0.0014685,(1.371-9e-05j),(1.371-9e-05j),0j
100,[1.371-0.00241763j 1.371-0.00101837j],"[[8.45502506e-01+0.j         1.87905247e-14-0.53397145j]
 [0.00000000e+00+0.53397145j 8.45502506e-01+0.j        ]]",[1.37247-9.e-05j 1.36953-9.e-05j],"[[ 0.70710678+0.00000000e+00j -0.70710678-6.53231809e-18j]
 [ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.00147,(1.371-9e-05j),(1.371-9e-05j),0j
101,[1.371-0.00241447j 1.371-0.00102153j],"[[8.44928309e-01+0.j         2.22044605e-16-0.53487957j]
 [0.00000000e+00+0.53487957j 8.44928309e-01+0.j        ]]",[1.3724715-9.e-05j 1.3695285-9.e-05j],"[[ 0.70710678+0.0000000e+00j  0.70710678+0.0000000e+00j]
 [ 0.70710678-0.0000000e+00j -0.70710678-6.5124593e-18j]]",0.0014715,(1.371-9e-05j),(1.371-9e-05j),0j
102,[1.371-0.00241129j 1.371-0.00102471j],"[[8.44350511e-01+0.j        4.17721413e-15-0.5357912j]
 [0.00000000e+00+0.5357912j 8.44350511e-01+0.j       ]]",[1.372473-9.e-05j 1.369527-9.e-05j],"[[ 0.70710678+0.00000000e+00j -0.70710678-6.49166051e-18j]
 [ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.001473,(1.371-9e-05j),(1.371-9e-05j),0j
103,[1.371-0.0024081j 1.371-0.0010279j],"[[8.43769060e-01+0.j         1.12129056e-13-0.53670641j]
 [4.38460675e-14+0.53670641j 8.43769060e-01+0.j        ]]",[1.3724745-9.e-05j 1.3695255-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.0014745000000000001,(1.371-9e-05j),(1.371-9e-05j),0j
104,[1.371-0.00240488j 1.371-0.00103112j],"[[ 8.43183904e-01+0.j         -5.78842529e-14-0.53762525j]
 [ 1.01944699e-13+0.53762525j  8.43183904e-01+0.j        ]]",[1.372476-9.e-05j 1.369524-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-4.88363057e-31j]]",0.0014759999999999999,(1.371-9e-05j),(1.371-9e-05j),0j
105,[1.371-0.00240165j 1.371-0.00103435j],"[[ 8.42594987e-01+0.j         -1.68830228e-13-0.53854776j]
 [ 3.85178292e-14+0.53854776j  8.42594987e-01+0.j        ]]",[1.3724775-9.e-05j 1.3695225-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-6.47810798e-18j]]",0.0014775,(1.371-9e-05j),(1.371-9e-05j),0j
106,[1.371-0.0023984j 1.371-0.0010376j],"[[ 8.42002255e-01+0.j          4.90441021e-14-0.53947401j]
 [-3.12196189e-14+0.53947401j  8.42002255e-01+0.j        ]]",[1.372479-9.e-05j 1.369521-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.001479,(1.371-9e-05j),(1.371-9e-05j),0j
107,[1.371-0.00239513j 1.371-0.00104087j],"[[ 8.41405650e-01+0.j         -4.77395901e-14-0.54040405j]
 [ 1.12583174e-13+0.54040405j  8.41405650e-01+0.j        ]]",[1.3724805-9.e-05j 1.3695195-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678+6.47810798e-18j]]",0.0014805,(1.371-9e-05j),(1.371-9e-05j),0j
108,[1.371-0.00239184j 1.371-0.00104416j],"[[8.40805113e-01+0.j         1.68198788e-14-0.54133794j]
 [0.00000000e+00+0.54133794j 8.40805113e-01+0.j        ]]",[1.372482-9.e-05j 1.369518-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-1.29291109e-17j]]",0.001482,(1.371-9e-05j),(1.371-9e-05j),0j
109,[1.371-0.00238853j 1.371-0.00104747j],"[[8.40200585e-01+0.j         4.49362769e-14-0.54227574j]
 [4.11975640e-14+0.54227574j 8.40200585e-01+0.j        ]]",[1.3724835-9.e-05j 1.3695165-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678-0.j]]",0.0014835,(1.371-9e-05j),(1.371-9e-05j),0j
110,[1.371-0.0023852j 1.371-0.0010508j],"[[ 8.39592003e-01+0.j         -4.35623759e-14-0.54321751j]
 [ 0.00000000e+00+0.54321751j  8.39592003e-01+0.j        ]]",[1.372485-9.e-05j 1.369515-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-6.45777919e-18j]]",0.001485,(1.371-9e-05j),(1.371-9e-05j),0j
111,[1.371-0.00238185j 1.371-0.00105415j],"[[ 8.38979305e-01+0.j          2.39822051e-13-0.54416333j]
 [-1.47093589e-13+0.54416333j  8.38979305e-01+0.j        ]]",[1.3724865-9.e-05j 1.3695135-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678+0.j]]",0.0014865,(1.371-9e-05j),(1.371-9e-05j),0j
112,[1.371-0.00237848j 1.371-0.00105752j],"[[ 8.38362426e-01+0.j          1.58373314e-13-0.54511324j]
 [-1.47977975e-13+0.54511324j  8.38362426e-01+0.j        ]]",[1.372488-9.e-05j 1.369512-9.e-05j],"[[ 0.70710678-0.00000000e+00j -0.70710678-6.42389787e-18j]
 [ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.001488,(1.371-9e-05j),(1.371-9e-05j),0j
113,[1.371-0.00237509j 1.371-0.00106091j],"[[ 8.37741298e-01+0.j          1.84741111e-13-0.54606732j]
 [-2.05725995e-13+0.54606732j  8.37741298e-01+0.j        ]]",[1.3724895-9.e-05j 1.3695105-9.e-05j],"[[ 0.70710678-0.j -0.70710678+0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.0014895,(1.371-9e-05j),(1.371-9e-05j),0j
114,[1.371-0.00237168j 1.371-0.00106432j],"[[8.37115854e-01+0.j         7.79792897e-14-0.54702564j]
 [0.00000000e+00+0.54702564j 8.37115854e-01+0.j        ]]",[1.372491-9.e-05j 1.369509-9.e-05j],"[[ 0.70710678-0.j -0.70710678-0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.001491,(1.371-9e-05j),(1.371-9e-05j),0j
115,[1.371-0.00236825j 1.371-0.00106775j],"[[ 8.36486022e-01+0.j          4.19386748e-14-0.54798826j]
 [-1.18513078e-13+0.54798826j  8.36486022e-01+0.j        ]]",[1.3724925-9.e-05j 1.3695075-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-1.28477957e-17j]]",0.0014925,(1.371-9e-05j),(1.371-9e-05j),0j
116,[1.371-0.0023648j 1.371-0.0010712j],"[[8.35851731e-01+0.j         1.54043445e-15-0.54895527j]
 [0.00000000e+00+0.54895527j 8.35851731e-01+0.j        ]]",[1.372494-9.e-05j 1.369506-9.e-05j],"[[ 0.70710678+0.j  0.70710678+0.j]
 [ 0.70710678-0.j -0.70710678+0.j]]",0.001494,(1.371-9e-05j),(1.371-9e-05j),0j
117,[1.371-0.00236132j 1.371-0.00107468j],"[[ 8.35212906e-01+0.j          1.67357339e-13-0.54992672j]
 [-5.78378880e-14+0.54992672j  8.35212906e-01+0.j        ]]",[1.3724955-9.e-05j 1.3695045-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678+6.40794641e-18j]]",0.0014955,(1.371-9e-05j),(1.371-9e-05j),0j
118,[1.371-0.00235782j 1.371-0.00107818j],"[[ 8.34569471e-01+0.j         -1.41608947e-13-0.55090271j]
 [ 1.09199159e-13+0.55090271j  8.34569471e-01+0.j        ]]",[1.372497-9.e-05j 1.369503-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.001497,(1.371-9e-05j),(1.371-9e-05j),0j
119,[1.371-0.0023543j 1.371-0.0010817j],"[[ 8.33921347e-01+0.j         -1.20098376e-13-0.55188331j]
 [ 1.16854199e-13+0.55188331j  8.33921347e-01+0.j        ]]",[1.3724985-9.e-05j 1.3695015-9.e-05j],"[[ 0.70710678+0.j  0.70710678+0.j]
 [ 0.70710678-0.j -0.70710678-0.j]]",0.0014985,(1.371-9e-05j),(1.371-9e-05j),0j
120,[1.371-0.00235076j 1.371-0.00108524j],"[[ 8.33268452e-01+0.j         2.28539410e-13-0.5528686j]
 [-2.39768338e-13+0.5528686j  8.33268452e-01+0.j       ]]",[1.3725-9.e-05j 1.3695-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-6.41034534e-18j]]",0.0015,(1.371-9e-05j),(1.371-9e-05j),0j
