,Resolution,Seps,Lam_ss,Lam_us,NULL,Animate,Times,Nwvg_ups,Nwvg_los,a,widths,Name
"[80,0.3,0.6,0.85,True,0.1,3,15,0.33,1.4]",80,0.3,0.6,0.85,True,True,0.1,3,15,0.33,1.4,"[80,0.3,0.6,0.85,True,0.1,3,15,0.33,1.4]"
"[80,0.3,0.6,0.85,True,0.1,15,15,0.33,1.4]",80,0.3,0.6,0.85,True,True,0.1,15,15,0.33,1.4,"[80,0.3,0.6,0.85,True,0.1,15,15,0.33,1.4]"
"[80,0.3,0.6,0.85,True,200,3,15,0.33,1.4]",80,0.3,0.6,0.85,True,True,200.0,3,15,0.33,1.4,"[80,0.3,0.6,0.85,True,200,3,15,0.33,1.4]"
"[80,0.3,0.6,0.85,True,200,15,15,0.33,1.4]",80,0.3,0.6,0.85,True,True,200.0,15,15,0.33,1.4,"[80,0.3,0.6,0.85,True,200,15,15,0.33,1.4]"
"[80,0.3,0.6,0.85,True,500,3,15,0.33,1.4]",80,0.3,0.6,0.85,True,True,500.0,3,15,0.33,1.4,"[80,0.3,0.6,0.85,True,500,3,15,0.33,1.4]"
"[80,0.3,0.6,0.85,True,500,15,15,0.33,1.4]",80,0.3,0.6,0.85,True,True,500.0,15,15,0.33,1.4,"[80,0.3,0.6,0.85,True,500,15,15,0.33,1.4]"
