,Resolution,Seps,Lam_ss,Lam_us,NULL,Animate,Times,Nwvg_ups,Nwvg_los,a,widths,Name
"[50,0.65,0.6,0.85,True,25,3,15,0.33,1.4]",50,0.65,0.6,0.85,True,True,25,3,15,0.33,1.4,"[50,0.65,0.6,0.85,True,25,3,15,0.33,1.4]"
"[50,0.65,0.6,0.85,True,25,15,15,0.33,1.4]",50,0.65,0.6,0.85,True,True,25,15,15,0.33,1.4,"[50,0.65,0.6,0.85,True,25,15,15,0.33,1.4]"
"[50,0.65,0.6,0.85,True,500,3,15,0.33,1.4]",50,0.65,0.6,0.85,True,True,500,3,15,0.33,1.4,"[50,0.65,0.6,0.85,True,500,3,15,0.33,1.4]"
"[50,0.65,0.6,0.85,True,500,15,15,0.33,1.4]",50,0.65,0.6,0.85,True,True,500,15,15,0.33,1.4,"[50,0.65,0.6,0.85,True,500,15,15,0.33,1.4]"
