1.65, 1.55, 
1.65, 1.55,  0.6374377599362353, 1150278.195486133
 0.6374377600407487, 1150101.3733141923
1.694, 1.644, 
1.694, 1.644,  0.5945539439332537, 1127.0068201658617
 0.5980692729394173, 28391.560333206635
 0.5945578887448846, 1131.9249466305248
 0.598068752786422, 26581.042411087183
1.724, 1.694, 
1.724, 1.694,  0.5807362406490738, 616.8457353262341
 0.5807362455560182, 617.0220405480189
