,Resolution,Lam_ss,Lam_us,NULL,Animate,Times,Nwvg,a,leng_Nwvg,width,Name
"[80,0.6,0.85,True,300,1,0.33,15,1.4]",80,0.6,0.85,True,True,300,1,0.33,15,1.4,"[80,0.6,0.85,True,300,1,0.33,15,1.4]"
