,freq,decay,Q,abs_amp,comp_amp,error,names,Nwvg_ups,comp_amp_real,comp_amp_imag,error_real,error_imag
9,1.3578146580018915,-0.0001403893818631,4835.888013686701,7.2999525317463805,-4.092602246259137-6.044825375448413i,1.079192651849423e-08+0.0i,"[80,0.2,0.6,0.85,True,500,10,15,0.33,1.4]",10.0,-4.092602246259137,-6.044825375448413,1.079192651849423e-08,0.0
10,1.3810030317956747,-9.33746628015482e-05,7394.955924664271,7.084822310198765,6.957480000067666-1.3372281838746156i,2.185913259674379e-09+0.0i,"[80,0.2,0.6,0.85,True,500,10,15,0.33,1.4]",10.0,6.957480000067666,-1.3372281838746156,2.185913259674379e-09,0.0
11,1.3578155575659827,-0.0001406972982858,4825.307856327615,7.305702976906124,-4.079438501895489-6.060649923566587i,2.2246894766408477e-08+0.0i,"[80,0.2,0.6,0.85,True,500,10,15,0.33,1.4]",10.0,-4.079438501895489,-6.060649923566587,2.2246894766408477e-08,0.0
12,1.3810037304952536,-9.606495079276849e-05,7187.864663951985,7.115764050147896,-6.988439830144079+1.3400771462244156i,2.477636969309913e-08+0.0i,"[80,0.2,0.6,0.85,True,500,10,15,0.33,1.4]",10.0,-6.988439830144079,1.3400771462244156,2.477636969309913e-08,0.0
14,1.3809790171012875,-0.000321346736922,2148.736642432833,7.349039683609106,7.158490795877325-1.6626466240909568i,1.5784926219175584e-08+0.0i,"[80,0.2,0.6,0.85,True,500,5,15,0.33,1.4]",5.0,7.158490795877325,-1.6626466240909568,1.5784926219175584e-08,0.0
15,1.2395451708032525,-0.00036697168277,1688.8839507269809,0.0001818898311342,-0.00016430084168467607+7.803296797990844e-05i,0.00018920782755059085+0.0i,"[80,0.2,0.6,0.85,True,500,5,15,0.33,1.4]",5.0,-0.00016430084168467607,7.803296797990844e-05,0.00018920782755059085,0.0
17,1.3809790790947372,-0.0003220147197011,2144.2794297980745,7.395655479094143,-7.144208564546557+1.9120679777965097i,6.071712739992872e-09+0.0i,"[80,0.2,0.6,0.85,True,500,5,15,0.33,1.4]",5.0,-7.144208564546557,1.9120679777965097,6.071712739992872e-09,0.0
