,Resolution,Seps,Lam_ss,Lam_us,NULL,Animate,Times,Nwvg_ups,Nwvg_los,a,widths,Name
"[40,0.7,0.613,0.899,True,500,15,3,0.33,1.4]",40,0.7,0.613,0.899,True,True,500,15,3,0.33,1.4,"[40,0.7,0.613,0.899,True,500,15,3,0.33,1.4]"
"[40,0.7,0.613,0.899,True,500,15,5,0.33,1.4]",40,0.7,0.613,0.899,True,True,500,15,5,0.33,1.4,"[40,0.7,0.613,0.899,True,500,15,5,0.33,1.4]"
"[40,0.7,0.613,0.899,True,500,15,10,0.33,1.4]",40,0.7,0.613,0.899,True,True,500,15,10,0.33,1.4,"[40,0.7,0.613,0.899,True,500,15,10,0.33,1.4]"
"[40,0.7,0.613,0.899,True,1,15,3,0.33,1.4]",40,0.7,0.613,0.899,True,True,1,15,3,0.33,1.4,"[40,0.7,0.613,0.899,True,1,15,3,0.33,1.4]"
"[40,0.7,0.613,0.899,True,1,15,5,0.33,1.4]",40,0.7,0.613,0.899,True,True,1,15,5,0.33,1.4,"[40,0.7,0.613,0.899,True,1,15,5,0.33,1.4]"
"[40,0.7,0.613,0.899,True,1,15,10,0.33,1.4]",40,0.7,0.613,0.899,True,True,1,15,10,0.33,1.4,"[40,0.7,0.613,0.899,True,1,15,10,0.33,1.4]"
