1,  1.37256133684049, -0.012529044262862636, 54.77518109297857
2,  1.3720879965037758, -0.006271461468958411, 109.39140767228994
3,  1.3716429282881106, -0.0032563227207702155, 210.61225282420364
4,  1.3713827435697856, -0.0017227938940463496, 398.0112619127063
5,  1.3712616756920606, -0.0009188424827740226, 746.1897449235075
6,  1.3712212273391007, -0.0004973748513736215, 1378.4585444480556
8,  1.371224004751452, -0.00017425775867646695, 3934.4704510325832
10,  1.3712382213970766, -0.00010280245084795078, 6669.287600084538
12,  1.3712417506367054, -9.115244514146322e-05, 7521.694829516745
15,  1.371241191637707, -9.007592177791374e-05, 7611.585674463394
