,Resolution,Seps,Lam_ss,Lam_us,NULL,Animate,Times,Nwvg_ups,Nwvg_los,Name
"[80,0.1,0.6,0.85,True,300,10,10]",80,0.1,0.6,0.85,True,True,300,10,10,"[80,0.1,0.6,0.85,True,300,10,10]"
"[80,0.10500000000000001,0.6,0.85,True,300,10,10]",80,0.10500000000000001,0.6,0.85,True,True,300,10,10,"[80,0.10500000000000001,0.6,0.85,True,300,10,10]"
"[80,0.11,0.6,0.85,True,300,10,10]",80,0.11,0.6,0.85,True,True,300,10,10,"[80,0.11,0.6,0.85,True,300,10,10]"
