,Resolution,v,w,x_offsets,numPairs,Lam_ss,Lam_us,NULL,Animate,Times,Nwvg_ups,Nwvg_los,a,Name
"[50,0.3,0.3,2.5,6,0.6,0.85,True,300,3,15,0.33]",50,0.3,0.3,2.5,6,0.6,0.85,True,True,300,3,15,0.33,"[50,0.3,0.3,2.5,6,0.6,0.85,True,300,3,15,0.33]"
