,freq,decay,Q,abs_amp,comp_amp,error,names,Nwvg_ups,comp_amp_real,comp_amp_imag,error_real,error_imag
0,1.3751961836694455,0.008796584769552,-78.16648277121492,9.947051286389758,-3.3142908507203654+9.378662242073728i,2.8384503244948593e-05+0.0i,"[60,0.7,0.613,0.899,True,1,5,15,0.33,1.4]",5.0,-3.3142908507203654,9.378662242073728,2.8384503244948593e-05,0.0
1,1.3689829564960088,-0.0034371460180764,199.14530097009597,15.12966708504016,-3.993436433189673-14.593124804448873i,1.7586426993975985e-05+0.0i,"[60,0.7,0.613,0.899,True,1,5,15,0.33,1.4]",5.0,-3.993436433189673,-14.593124804448873,1.7586426993975985e-05,0.0
2,1.3741413940976437,0.007205310057983,-95.35615976547602,9.890570898447129,-3.0529793420984985+9.407587886059266i,2.3614548052944798e-05+0.0i,"[60,0.7,0.613,0.899,True,1,10,15,0.33,1.4]",10.0,-3.0529793420984985,9.407587886059266,2.3614548052944798e-05,0.0
3,1.3710396732147743,-0.0101916434082413,67.26293387119962,16.231795308718446,-3.500494617991383-15.849849096238977i,1.4858820528370945e-05+0.0i,"[60,0.7,0.613,0.899,True,1,10,15,0.33,1.4]",10.0,-3.500494617991383,-15.849849096238977,1.4858820528370945e-05,0.0
4,1.3751836126783448,0.0128997113646463,-53.30288305702911,9.455107739573553,-3.2506478569459727-8.878758408531919i,3.35743294709632e-05+0.0i,"[60,0.7,0.613,0.899,True,1,3,15,0.33,1.4]",3.0,-3.2506478569459727,-8.878758408531919,3.35743294709632e-05,0.0
5,1.3675120177743005,-0.0007775073805955,879.4206022371131,12.298099247270107,-4.150792770844839-11.576448698508875i,7.951946286300375e-06+0.0i,"[60,0.7,0.613,0.899,True,1,3,15,0.33,1.4]",3.0,-4.150792770844839,-11.576448698508875,7.951946286300375e-06,0.0
6,1.2442262841687206,-0.0012677445406478,490.72437083142006,0.014454437736144604,-0.014450813484412088+0.00032366635106993155i,5.090247941766625e-05+0.0i,"[60,0.7,0.613,0.899,True,500,10,15,0.33,1.4]",10.0,-0.014450813484412088,0.00032366635106993155,5.090247941766625e-05,0.0
7,1.3694963910827813,-9.66434706850782e-05,7085.3022008357575,12.827878640454152,-3.267681537839784+12.404705872429256i,1.4675490367139472e-07+0.0i,"[60,0.7,0.613,0.899,True,500,10,15,0.33,1.4]",10.0,-3.267681537839784,12.404705872429256,1.4675490367139472e-07,0.0
8,1.371140478173733,-8.094370467670441e-05,8469.71659902507,2.904097752908904,0.9913482220016663-2.729654275029107i,5.567579819752511e-07+0.0i,"[60,0.7,0.613,0.899,True,500,10,15,0.33,1.4]",10.0,0.9913482220016663,-2.729654275029107,5.567579819752511e-07,0.0
9,1.2348866477817775,-0.0046630523905807,132.41183503280007,0.3634588232070914,-0.2754901631492161-0.2370811805586898i,5.272452148883779e-06+0.0i,"[60,0.7,0.613,0.899,True,500,10,15,0.33,1.4]",10.0,-0.2754901631492161,-0.2370811805586898,5.272452148883779e-06,0.0
10,1.3693036444686706,-0.0002957643685441,2314.855658930413,16.004824719147255,1.54960565530446-15.929630774241925i,9.12830525420134e-09+0.0i,"[60,0.7,0.613,0.899,True,500,10,15,0.33,1.4]",10.0,1.54960565530446,-15.929630774241925,9.12830525420134e-09,0.0
11,1.3711473652739867,-7.987518674730905e-05,8583.062031590054,2.8537447765464496,-0.9750436076843334+2.6820047003650207i,2.3946324789339206e-08+0.0i,"[60,0.7,0.613,0.899,True,500,10,15,0.33,1.4]",10.0,-0.9750436076843334,2.6820047003650207,2.3946324789339206e-08,0.0
