,freq,decay,Q,abs_amp,comp_amp,error,names,Nwvg_ups,comp_amp_real,comp_amp_imag,error_real,error_imag
7,1.3694963910827813,-9.66434706850782e-05,7085.3022008357575,12.827878640454152,-3.267681537839784+12.404705872429256i,1.4675490367139472e-07+0.0i,"[60,0.7,0.613,0.899,True,500,10,15,0.33,1.4]",10.0,-3.267681537839784,12.404705872429256,1.4675490367139472e-07,0.0
8,1.371140478173733,-8.094370467670441e-05,8469.71659902507,2.904097752908904,0.9913482220016663-2.729654275029107i,5.567579819752511e-07+0.0i,"[60,0.7,0.613,0.899,True,500,10,15,0.33,1.4]",10.0,0.9913482220016663,-2.729654275029107,5.567579819752511e-07,0.0
10,1.3693036444686706,-0.0002957643685441,2314.855658930413,16.004824719147255,1.54960565530446-15.929630774241925i,9.12830525420134e-09+0.0i,"[60,0.7,0.613,0.899,True,500,10,15,0.33,1.4]",10.0,1.54960565530446,-15.929630774241925,9.12830525420134e-09,0.0
11,1.3711473652739867,-7.987518674730905e-05,8583.062031590054,2.8537447765464496,-0.9750436076843334+2.6820047003650207i,2.3946324789339206e-08+0.0i,"[60,0.7,0.613,0.899,True,500,10,15,0.33,1.4]",10.0,-0.9750436076843334,2.6820047003650207,2.3946324789339206e-08,0.0
14,1.37035160520591,-0.0002893975961228,2367.593275764866,10.981707246062369,-5.623439387136638+9.43264668570911i,5.798402212994818e-08+0.0i,"[60,0.7,0.613,0.899,True,500,3,15,0.33,1.4]",3.0,-5.623439387136638,9.43264668570911,5.798402212994818e-08,0.0
17,1.3703525971678208,-0.0002886965150142,2373.344543317639,2.8708246421936874,-2.383551453229375-1.6000989332021462i,1.269478610380606e-08+0.0i,"[60,0.7,0.613,0.899,True,500,3,15,0.33,1.4]",3.0,-2.383551453229375,-1.6000989332021462,1.269478610380606e-08,0.0
20,1.3696214859166185,-0.0005606378990769,1221.484926520017,13.829467636657167,-0.6248275281021529+13.815345296932456i,2.636350948485783e-07+0.0i,"[60,0.7,0.613,0.899,True,500,5,15,0.33,1.4]",5.0,-0.6248275281021529,13.815345296932456,2.636350948485783e-07,0.0
21,1.3710405144965545,-0.000449430683586,1525.3080892885916,4.552484945953869,-1.6322740792826982-4.249800055677728i,6.45795328124964e-07+0.0i,"[60,0.7,0.613,0.899,True,500,5,15,0.33,1.4]",5.0,-1.6322740792826982,-4.249800055677728,6.45795328124964e-07,0.0
23,1.3696221518493443,-0.000556462427032,1230.6510604448952,14.177828234326936,-7.881516131404013+11.785266942776323i,1.4931275453804494e-08+0.0i,"[60,0.7,0.613,0.899,True,500,5,15,0.33,1.4]",5.0,-7.881516131404013,11.785266942776323,1.4931275453804494e-08,0.0
24,1.3710487363121169,-0.0004380070856189,1565.0988092746506,4.285978705290908,3.286244392700619+2.751401688894383i,1.0272223992841155e-07+0.0i,"[60,0.7,0.613,0.899,True,500,5,15,0.33,1.4]",5.0,3.286244392700619,2.751401688894383,1.0272223992841155e-07,0.0
