,Resolution,Seps,Lam_ss,Lam_us,NULL,Animate,Times,Nwvg_ups,Nwvg_los,a,widths,Name
"[60,0.7,0.613,0.899,True,500,3,15,0.33,1.4]",60,0.7,0.613,0.899,True,True,500,3,15,0.33,1.4,"[60,0.7,0.613,0.899,True,500,3,15,0.33,1.4]"
"[60,0.7,0.613,0.899,True,500,5,15,0.33,1.4]",60,0.7,0.613,0.899,True,True,500,5,15,0.33,1.4,"[60,0.7,0.613,0.899,True,500,5,15,0.33,1.4]"
"[60,0.7,0.613,0.899,True,500,10,15,0.33,1.4]",60,0.7,0.613,0.899,True,True,500,10,15,0.33,1.4,"[60,0.7,0.613,0.899,True,500,10,15,0.33,1.4]"
"[60,0.7,0.613,0.899,True,1,3,15,0.33,1.4]",60,0.7,0.613,0.899,True,True,1,3,15,0.33,1.4,"[60,0.7,0.613,0.899,True,1,3,15,0.33,1.4]"
"[60,0.7,0.613,0.899,True,1,5,15,0.33,1.4]",60,0.7,0.613,0.899,True,True,1,5,15,0.33,1.4,"[60,0.7,0.613,0.899,True,1,5,15,0.33,1.4]"
"[60,0.7,0.613,0.899,True,1,10,15,0.33,1.4]",60,0.7,0.613,0.899,True,True,1,10,15,0.33,1.4,"[60,0.7,0.613,0.899,True,1,10,15,0.33,1.4]"
