,Resolution,Seps,Lam_ss,Lam_us,NULL,Animate,Times,Nwvg_ups,Nwvg_los,a,w_los,w_ups,Name
"[80,0.301,0.6,0.85,True,300,15,15,0.33,1.4,1.407515]",80,0.301,0.6,0.85,True,True,300,15,15,0.33,1.4,1.407515,"[80,0.301,0.6,0.85,True,300,15,15,0.33,1.4,1.407515]"
"[80,0.303,0.6,0.85,True,300,15,15,0.33,1.4,1.407515]",80,0.303,0.6,0.85,True,True,300,15,15,0.33,1.4,1.407515,"[80,0.303,0.6,0.85,True,300,15,15,0.33,1.4,1.407515]"
"[80,0.3035,0.6,0.85,True,300,15,15,0.33,1.4,1.407515]",80,0.3035,0.6,0.85,True,True,300,15,15,0.33,1.4,1.407515,"[80,0.3035,0.6,0.85,True,300,15,15,0.33,1.4,1.407515]"
"[80,0.304,0.6,0.85,True,300,15,15,0.33,1.4,1.407515]",80,0.304,0.6,0.85,True,True,300,15,15,0.33,1.4,1.407515,"[80,0.304,0.6,0.85,True,300,15,15,0.33,1.4,1.407515]"
"[80,0.305,0.6,0.85,True,300,15,15,0.33,1.4,1.407515]",80,0.305,0.6,0.85,True,True,300,15,15,0.33,1.4,1.407515,"[80,0.305,0.6,0.85,True,300,15,15,0.33,1.4,1.407515]"
"[80,0.308,0.6,0.85,True,300,15,15,0.33,1.4,1.407515]",80,0.308,0.6,0.85,True,True,300,15,15,0.33,1.4,1.407515,"[80,0.308,0.6,0.85,True,300,15,15,0.33,1.4,1.407515]"
