,eigVal_lossDiff_applied,eigVec_lossDiff_applied,eigVal_lossless,eigVec_lossless,Coupling coeff.,Ecm,XC,Ecm-XC
62,[1.371-0.00283263j 1.371-0.00054737j],"[[9.25781519e-01+0.j         9.33281230e-15-0.37805896j]
 [0.00000000e+00+0.37805896j 9.25781519e-01+0.j        ]]",[1.37212-9.e-05j 1.36988-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.00112,(1.371-9e-05j),(1.371-9e-05j),0j
63,[1.371-0.00282274j 1.371-0.00055726j],"[[ 9.24111066e-01+0.j         -6.24604535e-14-0.38212398j]
 [ 0.00000000e+00+0.38212398j  9.24111066e-01+0.j        ]]",[1.37213-9.e-05j 1.36987-9.e-05j],"[[ 0.70710678+0.00000000e+00j -0.70710678-8.40256684e-18j]
 [ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.00113,(1.371-9e-05j),(1.371-9e-05j),0j
64,[1.371-0.00281268j 1.371-0.00056732j],"[[9.22407749e-01+0.j         9.26758670e-14-0.38621748j]
 [0.00000000e+00+0.38621748j 9.22407749e-01+0.j        ]]",[1.37214-9.e-05j 1.36986-9.e-05j],"[[ 0.70710678-0.00000000e+00j -0.70710678-8.18664231e-31j]
 [ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.00114,(1.371-9e-05j),(1.371-9e-05j),0j
65,[1.371-0.00280243j 1.371-0.00057757j],"[[9.20670573e-01+0.j         3.53744811e-14-0.39034049j]
 [0.00000000e+00+0.39034049j 9.20670573e-01+0.j        ]]",[1.37215-9.e-05j 1.36985-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678+0.j]]",0.00115,(1.371-9e-05j),(1.371-9e-05j),0j
66,[1.371-0.002792j 1.371-0.000588j],"[[9.18898489e-01+0.j         1.04992404e-13-0.39449406j]
 [0.00000000e+00+0.39449406j 9.18898489e-01+0.j        ]]",[1.37216-9.e-05j 1.36984-9.e-05j],"[[ 0.70710678+0.0000000e+00j  0.70710678+0.0000000e+00j]
 [ 0.70710678-0.0000000e+00j -0.70710678-8.2704297e-18j]]",0.00116,(1.371-9e-05j),(1.371-9e-05j),0j
67,[1.371-0.00278138j 1.371-0.00059862j],"[[ 9.17090385e-01+0.j         -4.64350780e-14-0.39867935j]
 [ 0.00000000e+00+0.39867935j  9.17090385e-01+0.j        ]]",[1.37217-9.e-05j 1.36983-9.e-05j],"[[ 0.70710678-0.j -0.70710678+0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.00117,(1.371-9e-05j),(1.371-9e-05j),0j
68,[1.371-0.00277056j 1.371-0.00060944j],"[[9.15245085e-01+0.j         1.01099684e-13-0.40289755j]
 [0.00000000e+00+0.40289755j 9.15245085e-01+0.j        ]]",[1.37218-9.e-05j 1.36982-9.e-05j],"[[ 0.70710678-0.0000000e+00j  0.70710678+0.0000000e+00j]
 [ 0.70710678+0.0000000e+00j -0.70710678-8.1212575e-18j]]",0.00118,(1.371-9e-05j),(1.371-9e-05j),0j
69,[1.371-0.00275953j 1.371-0.00062047j],"[[ 9.13361341e-01+0.j         -4.96824804e-15-0.40714992j]
 [ 0.00000000e+00+0.40714992j  9.13361341e-01+0.j        ]]",[1.37219-9.e-05j 1.36981-9.e-05j],"[[ 0.70710678+0.j  0.70710678+0.j]
 [ 0.70710678-0.j -0.70710678-0.j]]",0.00119,(1.371-9e-05j),(1.371-9e-05j),0j
70,[1.371-0.0027483j 1.371-0.0006317j],"[[ 9.11437828e-01+0.j         -1.58900670e-13-0.41143783j]
 [ 5.73969430e-14+0.41143783j  9.11437828e-01+0.j        ]]",[1.3722-9.e-05j 1.3698-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-7.99599102e-18j]]",0.0012000000000000001,(1.371-9e-05j),(1.371-9e-05j),0j
71,[1.371-0.00273685j 1.371-0.00064315j],"[[ 9.09473135e-01+0.j         -1.73805415e-13-0.41576269j]
 [ 5.43291793e-14+0.41576269j  9.09473135e-01+0.j        ]]",[1.37221-9.e-05j 1.36979-9.e-05j],"[[ 0.70710678-0.j -0.70710678+0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.0012100000000000001,(1.371-9e-05j),(1.371-9e-05j),0j
72,[1.371-0.00272518j 1.371-0.00065482j],"[[ 9.07465761e-01+0.j         -1.68642877e-13-0.42012604j]
 [ 8.25029779e-14+0.42012604j  9.07465761e-01+0.j        ]]",[1.37222-9.e-05j 1.36978-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678+7.85498677e-18j]]",0.0012200000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
73,[1.371-0.00271328j 1.371-0.00066672j],"[[9.05414105e-01+0.j        2.01227923e-16-0.4245295j]
 [0.00000000e+00+0.4245295j 9.05414105e-01+0.j       ]]",[1.37223-9.e-05j 1.36977-9.e-05j],"[[ 0.70710678+0.j -0.70710678-0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.0012300000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
74,[1.371-0.00270114j 1.371-0.00067886j],"[[ 9.03316454e-01+0.j         -3.14470672e-14-0.42897481j]
 [ 0.00000000e+00+0.42897481j  9.03316454e-01+0.j        ]]",[1.37224-9.e-05j 1.36976-9.e-05j],"[[ 0.70710678-0.00000000e+00j -0.70710678+3.45972956e-31j]
 [ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.0012400000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
75,[1.371-0.00268875j 1.371-0.00069125j],"[[ 9.01170977e-01+0.j        -1.56541446e-14-0.4334638j]
 [ 0.00000000e+00+0.4334638j  9.01170977e-01+0.j       ]]",[1.37225-9.e-05j 1.36975-9.e-05j],"[[ 0.70710678-0.00000000e+00j -0.70710678-1.53279082e-17j]
 [ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.00125,(1.371-9e-05j),(1.371-9e-05j),0j
76,[1.371-0.0026761j 1.371-0.0007039j],"[[ 8.98975709e-01+0.j          1.50490731e-13-0.43799849j]
 [-7.89886780e-14+0.43799849j  8.98975709e-01+0.j        ]]",[1.37226-9.e-05j 1.36974-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.00126,(1.371-9e-05j),(1.371-9e-05j),0j
77,[1.371-0.00266319j 1.371-0.00071681j],"[[8.96728538e-01+0.j         4.74065232e-14-0.44258099j]
 [0.00000000e+00+0.44258099j 8.96728538e-01+0.j        ]]",[1.37227-9.e-05j 1.36973-9.e-05j],"[[ 0.70710678+0.j  0.70710678+0.j]
 [ 0.70710678-0.j -0.70710678+0.j]]",0.00127,(1.371-9e-05j),(1.371-9e-05j),0j
78,[1.371-0.00265j 1.371-0.00073j],"[[ 8.94427191e-01+0.j        -6.77374823e-14-0.4472136j]
 [ 0.00000000e+00+0.4472136j  8.94427191e-01+0.j       ]]",[1.37228-9.e-05j 1.36972-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678-0.j]]",0.00128,(1.371-9e-05j),(1.371-9e-05j),0j
79,[1.371-0.00263652j 1.371-0.00074348j],"[[ 8.92069214e-01+0.j         -6.79456491e-14-0.45189879j]
 [ 0.00000000e+00+0.45189879j  8.92069214e-01+0.j        ]]",[1.37229-9.e-05j 1.36971-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-7.42678488e-18j]]",0.00129,(1.371-9e-05j),(1.371-9e-05j),0j
80,[1.371-0.00262274j 1.371-0.00075726j],"[[ 8.89651952e-01+0.j         -4.41313652e-14-0.45663925j]
 [ 9.08247028e-14+0.45663925j  8.89651952e-01+0.j        ]]",[1.3723-9.e-05j 1.3697-9.e-05j],"[[ 0.70710678+0.00000000e+00j -0.70710678-7.37257477e-18j]
 [ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.0013,(1.371-9e-05j),(1.371-9e-05j),0j
81,[1.371-0.00260864j 1.371-0.00077136j],"[[ 8.87172528e-01+0.j         -3.83651444e-14-0.46143787j]
 [ 0.00000000e+00+0.46143787j  8.87172528e-01+0.j        ]]",[1.37231-9.e-05j 1.36969-9.e-05j],"[[ 0.70710678-0.00000000e+00j -0.70710678-6.19973215e-31j]
 [ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.00131,(1.371-9e-05j),(1.371-9e-05j),0j
82,[1.371-0.00259421j 1.371-0.00078579j],"[[ 8.84627811e-01+0.j        -7.87286902e-14-0.4662978j]
 [ 0.00000000e+00+0.4662978j  8.84627811e-01+0.j       ]]",[1.37232-9.e-05j 1.36968-9.e-05j],"[[ 0.70710678-0.0000000e+00j  0.70710678+0.0000000e+00j]
 [ 0.70710678+0.0000000e+00j -0.70710678-1.4519824e-17j]]",0.00132,(1.371-9e-05j),(1.371-9e-05j),0j
83,[1.371-0.00257944j 1.371-0.00080056j],"[[8.82014389e-01+0.j         1.26010313e-14-0.47122247j]
 [0.00000000e+00+0.47122247j 8.82014389e-01+0.j        ]]",[1.37233-9.e-05j 1.36967-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.00133,(1.371-9e-05j),(1.371-9e-05j),0j
84,[1.371-0.0025643j 1.371-0.0008157j],"[[ 8.79328529e-01+0.j          1.03805853e-13-0.47621564j]
 [-1.16393743e-13+0.47621564j  8.79328529e-01+0.j        ]]",[1.37234-9.e-05j 1.36966-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-7.15155512e-18j]]",0.00134,(1.371-9e-05j),(1.371-9e-05j),0j
85,[1.371-0.00254878j 1.371-0.00083122j],"[[ 8.76566134e-01+0.j         -3.56104035e-14-0.48128143j]
 [ 0.00000000e+00+0.48128143j  8.76566134e-01+0.j        ]]",[1.37235-9.e-05j 1.36965-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-7.09858063e-18j]]",0.00135,(1.371-9e-05j),(1.371-9e-05j),0j
86,[1.371-0.00253285j 1.371-0.00084715j],"[[ 8.73722693e-01+0.j         -1.26926247e-13-0.48642436j]
 [ 0.00000000e+00+0.48642436j  8.73722693e-01+0.j        ]]",[1.37236-9.e-05j 1.36964-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.00136,(1.371-9e-05j),(1.371-9e-05j),0j
87,[1.371-0.0025165j 1.371-0.0008635j],"[[8.70793216e-01+0.j         1.49741330e-14-0.49164944j]
 [0.00000000e+00+0.49164944j 8.70793216e-01+0.j        ]]",[1.37237-9.e-05j 1.36963-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678+3.38813179e-21j]]",0.0013700000000000001,(1.371-9e-05j),(1.371-9e-05j),0j
88,[1.371-0.00249969j 1.371-0.00088031j],"[[ 8.67772165e-01+0.j         -2.61318744e-14-0.49696224j]
 [ 0.00000000e+00+0.49696224j  8.67772165e-01+0.j        ]]",[1.37238-9.e-05j 1.36962-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-6.94426366e-18j]]",0.0013800000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
89,[1.371-0.0024824j 1.371-0.0008976j],"[[8.64653365e-01+0.j         4.85167462e-14-0.50236895j]
 [0.00000000e+00+0.50236895j 8.64653365e-01+0.j        ]]",[1.37239-9.e-05j 1.36961-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-6.89430493e-18j]]",0.0013900000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
90,[1.371-0.0024646j 1.371-0.0009154j],"[[8.61429892e-01+0.j        1.27510849e-13-0.5078765j]
 [0.00000000e+00+0.5078765j 8.61429892e-01+0.j       ]]",[1.3724-9.e-05j 1.3696-9.e-05j],"[[ 0.70710678+0.j  0.70710678+0.j]
 [ 0.70710678-0.j -0.70710678+0.j]]",0.0014000000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
91,[1.371-0.00244624j 1.371-0.00093376j],"[[ 8.58093946e-01+0.j         -6.41986464e-14-0.51349273j]
 [ 9.26828720e-14+0.51349273j  8.58093946e-01+0.j        ]]",[1.37241-9.e-05j 1.36959-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678-0.j]]",0.0014100000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
92,[1.371-0.00242729j 1.371-0.00095271j],"[[8.54636682e-01+0.j         7.91033905e-15-0.51922648j]
 [0.00000000e+00+0.51922648j 8.54636682e-01+0.j        ]]",[1.37242-9.e-05j 1.36958-9.e-05j],"[[ 0.70710678-0.0000000e+00j  0.70710678+0.0000000e+00j]
 [ 0.70710678+0.0000000e+00j -0.70710678+6.7486506e-18j]]",0.00142,(1.371-9e-05j),(1.371-9e-05j),0j
93,[1.371-0.0024077j 1.371-0.0009723j],"[[ 8.51048007e-01+0.j         -6.50035581e-14-0.52508789j]
 [ 0.00000000e+00+0.52508789j  8.51048007e-01+0.j        ]]",[1.37243-9.e-05j 1.36957-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-1.34068375e-17j]]",0.00143,(1.371-9e-05j),(1.371-9e-05j),0j
94,[1.371-0.00238742j 1.371-0.00099258j],"[[8.47316321e-01+0.j         7.09848846e-14-0.53108855j]
 [0.00000000e+00+0.53108855j 8.47316321e-01+0.j        ]]",[1.37244-9.e-05j 1.36956-9.e-05j],"[[ 0.70710678+0.j  0.70710678+0.j]
 [ 0.70710678-0.j -0.70710678-0.j]]",0.00144,(1.371-9e-05j),(1.371-9e-05j),0j
95,[1.371-0.00236639j 1.371-0.00101361j],"[[8.43428172e-01+0.j         1.06858966e-15-0.53724195j]
 [0.00000000e+00+0.53724195j 8.43428172e-01+0.j        ]]",[1.37245-9.e-05j 1.36955-9.e-05j],"[[ 0.70710678-0.00000000e+00j -0.70710678-6.60008073e-18j]
 [ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.0014500000000000001,(1.371-9e-05j),(1.371-9e-05j),0j
96,[1.371-0.00234452j 1.371-0.00103548j],"[[ 8.39367829e-01+0.j         -7.91033905e-15-0.54356384j]
 [ 5.98750432e-14+0.54356384j  8.39367829e-01+0.j        ]]",[1.37246-9.e-05j 1.36954-9.e-05j],"[[ 0.70710678+0.j  0.70710678+0.j]
 [ 0.70710678-0.j -0.70710678-0.j]]",0.0014600000000000001,(1.371-9e-05j),(1.371-9e-05j),0j
97,[1.371-0.00232174j 1.371-0.00105826j],"[[ 8.35116687e-01+0.j         -1.99840144e-15-0.55007283j]
 [ 0.00000000e+00+0.55007283j  8.35116687e-01+0.j        ]]",[1.37247-9.e-05j 1.36953-9.e-05j],"[[ 0.70710678+0.00000000e+00j -0.70710678-6.53231809e-18j]
 [ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.00147,(1.371-9e-05j),(1.371-9e-05j),0j
98,[1.371-0.00229795j 1.371-0.00108205j],"[[ 8.30652486e-01+0.j          3.06366044e-13-0.55679121j]
 [-1.68952296e-13+0.55679121j  8.30652486e-01+0.j        ]]",[1.37248-9.e-05j 1.36952-9.e-05j],"[[ 0.70710678-0.j -0.70710678+0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.0014800000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
99,[1.371-0.00227301j 1.371-0.00110699j],"[[ 8.25948212e-01+0.j       -4.41313652e-15-0.563746j]
 [ 0.00000000e+00+0.563746j  8.25948212e-01+0.j      ]]",[1.37249-9.e-05j 1.36951-9.e-05j],"[[ 0.70710678-0.00000000e+00j -0.70710678-6.42389787e-18j]
 [ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.00149,(1.371-9e-05j),(1.371-9e-05j),0j
100,[1.371-0.00224678j 1.371-0.00113322j],"[[ 8.20970545e-01+0.j         -1.58623115e-14-0.57097055j]
 [ 0.00000000e+00+0.57097055j  8.20970545e-01+0.j        ]]",[1.3725-9.e-05j 1.3695-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-6.41034534e-18j]]",0.0015,(1.371-9e-05j),(1.371-9e-05j),0j
101,[1.371-0.00221906j 1.371-0.00116094j],"[[8.15677587e-01+0.j         1.16018306e-14-0.57850676j]
 [0.00000000e+00+0.57850676j 8.15677587e-01+0.j        ]]",[1.37251-9.e-05j 1.36949-9.e-05j],"[[ 0.70710678-0.j -0.70710678-0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.00151,(1.371-9e-05j),(1.371-9e-05j),0j
102,[1.371-0.0021896j 1.371-0.0011904j],"[[ 8.10015401e-01+0.j        -8.67361738e-15-0.5864086j]
 [ 0.00000000e+00+0.5864086j  8.10015401e-01+0.j       ]]",[1.37252-9.e-05j 1.36948-9.e-05j],"[[ 0.70710678-0.j -0.70710678-0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.00152,(1.371-9e-05j),(1.371-9e-05j),0j
103,[1.371-0.00215808j 1.371-0.00122192j],"[[ 8.03912540e-01+0.j          1.93345340e-13-0.59474753j]
 [-1.39819032e-13+0.59474753j  8.03912540e-01+0.j        ]]",[1.37253-9.e-05j 1.36947-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.0015300000000000001,(1.371-9e-05j),(1.371-9e-05j),0j
104,[1.371-0.00212405j 1.371-0.00125595j],"[[ 7.97270870e-01+0.j        -5.88973315e-14-0.6036217j]
 [ 1.17175471e-13+0.6036217j  7.97270870e-01+0.j       ]]",[1.37254-9.e-05j 1.36946-9.e-05j],"[[ 0.70710678+0.00000000e+00j -0.70710678-6.22278172e-18j]
 [ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.0015400000000000001,(1.371-9e-05j),(1.371-9e-05j),0j
105,[1.371-0.00208686j 1.371-0.00129314j],"[[ 7.89949108e-01+0.j          4.58910687e-13-0.61317241j]
 [-4.75793956e-13+0.61317241j  7.89949108e-01+0.j        ]]",[1.37255-9.e-05j 1.36945-9.e-05j],"[[ 0.70710678-0.00000000e+00j -0.70710678+6.18263474e-18j]
 [ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.0015500000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
106,[1.371-0.00204553j 1.371-0.00133447j],"[[ 7.81730408e-01+0.j         -2.24126273e-13-0.62361652j]
 [ 1.94328427e-13+0.62361652j  7.81730408e-01+0.j        ]]",[1.37256-9.e-05j 1.36944-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678+6.14300247e-18j]]",0.0015600000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
107,[1.371-0.00199838j 1.371-0.00138162j],"[[ 7.72249733e-01+0.j          4.86222174e-13-0.63531909j]
 [-3.89544045e-13+0.63531909j  7.72249733e-01+0.j        ]]",[1.37257-9.e-05j 1.36943-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678+6.10387507e-18j]]",0.00157,(1.371-9e-05j),(1.371-9e-05j),0j
108,[1.371-0.00194219j 1.371-0.00143781j],"[[ 7.60795308e-01+0.j          1.30839783e-13-0.64899191j]
 [-1.46846053e-13+0.64899191j  7.60795308e-01+0.j        ]]",[1.37258-9.e-05j 1.36942-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-1.20888542e-17j]]",0.00158,(1.371-9e-05j),(1.371-9e-05j),0j
109,[1.371-0.00186861j 1.371-0.00151139j],"[[ 7.45529533e-01+0.j          1.91235916e-13-0.66647259j]
 [-8.06561570e-14+0.66647259j  7.45529533e-01+0.j        ]]",[1.37259-9.e-05j 1.36941-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678-6.02709676e-18j]]",0.00159,(1.371-9e-05j),(1.371-9e-05j),0j
110,[1.371-0.00169j 1.371-0.00169j],"[[ 1.07539695e-07-0.70710671j  7.07106857e-01+0.j        ]
 [ 7.07106857e-01+0.j         -1.07539692e-07+0.70710671j]]",[1.3726-9.e-05j 1.3694-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678+5.98942741e-18j]]",0.0016,(1.371-9e-05j),(1.371-9e-05j),0j
111,[1.37117916-0.00169j 1.37082084-0.00169j],"[[ 0.07868857-0.70271481j  0.70710678+0.j        ]
 [ 0.70710678+0.j         -0.07868857+0.70271481j]]",[1.37261-9.e-05j 1.36939-9.e-05j],"[[ 0.70710678-0.000000e+00j -0.70710678+5.952226e-18j]
 [ 0.70710678+0.000000e+00j  0.70710678+0.000000e+00j]]",0.00161,(1.371-9e-05j),(1.371-9e-05j),0j
112,[1.37125377-0.00169j 1.37074623-0.00169j],"[[ 0.70710678+0.j         -0.11076764-0.69837707j]
 [ 0.11076764+0.69837707j  0.70710678+0.j        ]]",[1.37262-9.e-05j 1.36938-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678+0.j]]",0.0016200000000000001,(1.371-9e-05j),(1.371-9e-05j),0j
113,[1.37131129-0.00169j 1.37068871-0.00169j],"[[ 0.13503902-0.69409255j  0.70710678+0.j        ]
 [ 0.70710678+0.j         -0.13503902+0.69409255j]]",[1.37263-9.e-05j 1.36937-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-1.17568173e-17j]]",0.0016300000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
114,[1.37136-0.00169j 1.37064-0.00169j],"[[ 0.70710678+0.j         -0.15521856-0.68986027j]
 [ 0.15521856+0.68986027j  0.70710678+0.j        ]]",[1.37264-9.e-05j 1.36936-9.e-05j],"[[ 0.70710678+0.j  0.70710678+0.j]
 [ 0.70710678-0.j -0.70710678+0.j]]",0.0016400000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
115,[1.37140311-0.00169j 1.37059689-0.00169j],"[[ 0.17275385-0.6856793j  0.70710678+0.j       ]
 [ 0.70710678+0.j        -0.17275385+0.6856793j]]",[1.37265-9.e-05j 1.36935-9.e-05j],"[[ 0.70710678-0.00000000e+00j -0.70710678-5.82081041e-18j]
 [ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.0016500000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
116,[1.37144227-0.00169j 1.37055773-0.00169j],"[[ 0.18839152-0.6815487j  0.70710678+0.j       ]
 [ 0.70710678+0.j        -0.18839152+0.6815487j]]",[1.37266-9.e-05j 1.36934-9.e-05j],"[[ 0.70710678-0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678+0.00000000e+00j -0.70710678+5.77294208e-18j]]",0.00166,(1.371-9e-05j),(1.371-9e-05j),0j
117,[1.37147843-0.00169j 1.37052157-0.00169j],"[[ 0.70710678+0.j         -0.2025776 -0.67746757j]
 [ 0.2025776 +0.67746757j  0.70710678+0.j        ]]",[1.37267-9.e-05j 1.36933-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-1.14789905e-17j]]",0.00167,(1.371-9e-05j),(1.371-9e-05j),0j
118,[1.37151225-0.00169j 1.37048775-0.00169j],"[[ 0.70710678+0.j         -0.21560441-0.67343503j]
 [ 0.21560441+0.67343503j  0.70710678+0.j        ]]",[1.37268-9.e-05j 1.36932-9.e-05j],"[[ 0.70710678-0.00000000e+00j -0.70710678-1.14180041e-17j]
 [ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]]",0.00168,(1.371-9e-05j),(1.371-9e-05j),0j
119,[1.37154415-0.00169j 1.37045585-0.00169j],"[[ 0.22767613-0.66945021j  0.70710678+0.j        ]
 [ 0.70710678+0.j         -0.22767613+0.66945021j]]",[1.37269-9.e-05j 1.36931-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678+0.j]]",0.00169,(1.371-9e-05j),(1.371-9e-05j),0j
120,[1.37157446-0.00169j 1.37042554-0.00169j],"[[ 0.70710678+0.j         -0.23894231-0.66551226j]
 [ 0.23894231+0.66551226j  0.70710678+0.j        ]]",[1.3727-9.e-05j 1.3693-9.e-05j],"[[ 0.70710678+0.j -0.70710678+0.j]
 [ 0.70710678-0.j  0.70710678+0.j]]",0.0017000000000000001,(1.371-9e-05j),(1.371-9e-05j),0j
121,[1.37160341-0.00169j 1.37039659-0.00169j],"[[ 0.24951648-0.66162038j  0.70710678+0.j        ]
 [ 0.70710678+0.j         -0.24951648+0.66162038j]]",[1.37271-9.e-05j 1.36929-9.e-05j],"[[ 0.70710678+0.0000000e+00j  0.70710678+0.0000000e+00j]
 [ 0.70710678-0.0000000e+00j -0.70710678-5.6041426e-18j]]",0.0017100000000000001,(1.371-9e-05j),(1.371-9e-05j),0j
122,[1.37163119-0.00169j 1.37036881-0.00169j],"[[ 0.70710678+0.j         -0.25948737-0.65777375j]
 [ 0.25948737+0.65777375j  0.70710678+0.j        ]]",[1.37272-9.e-05j 1.36928-9.e-05j],"[[ 0.70710678-0.j  0.70710678+0.j]
 [ 0.70710678+0.j -0.70710678+0.j]]",0.0017200000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
123,[1.37165795-0.00169j 1.37034205-0.00169j],"[[ 0.70710678+0.j         -0.26892594-0.65397159j]
 [ 0.26892594+0.65397159j  0.70710678+0.j        ]]",[1.37273-9.e-05j 1.36927-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-1.10825791e-17j]]",0.0017300000000000002,(1.371-9e-05j),(1.371-9e-05j),0j
124,[1.37168381-0.00169j 1.37031619-0.00169j],"[[ 0.27789006-0.65021313j  0.70710678+0.j        ]
 [ 0.70710678+0.j         -0.27789006+0.65021313j]]",[1.37274-9.e-05j 1.36926-9.e-05j],"[[ 0.70710678+0.00000000e+00j  0.70710678+0.00000000e+00j]
 [ 0.70710678-0.00000000e+00j -0.70710678-5.51587855e-18j]]",0.00174,(1.371-9e-05j),(1.371-9e-05j),0j
125,[1.37170887-0.00169j 1.37029113-0.00169j],"[[ 0.28642768-0.64649763j  0.70710678+0.j        ]
 [ 0.70710678+0.j         -0.28642768+0.64649763j]]",[1.37275-9.e-05j 1.36925-9.e-05j],"[[ 0.70710678-0.j -0.70710678+0.j]
 [ 0.70710678+0.j  0.70710678+0.j]]",0.00175,(1.371-9e-05j),(1.371-9e-05j),0j
